device_type time pose Bi_cl_effort Tr_op_effort Bi_cl_E_T Tr_op_E_T
H 396.412926416 4.0 76.0 63.0 30 30
E 396.458242064 21.0 61.0 25.0 30 30
H 396.462031024 4.0 77.0 59.0 30 30
E 396.507358152 26.0 63.0 24.0 30 30
H 396.510948536 5.0 78.0 56.0 30 30
E 396.566046992 32.0 64.0 22.0 30 30
H 396.569734270 5.0 77.0 52.0 30 30
E 396.615049470 37.0 68.0 21.0 30 30
H 396.618736328 5.0 77.0 51.0 30 30
E 396.664051514 42.0 70.0 21.0 30 30
H 396.667738176 5.0 80.0 50.0 30 30
E 396.713166300 48.0 70.0 20.0 30 30
H 396.716857526 6.0 84.0 49.0 30 30
E 396.771856484 55.0 73.0 20.0 30 30
H 396.775544910 8.0 90.0 48.0 30 30
E 396.820858794 61.0 80.0 20.0 30 30
H 396.824545890 12.0 93.0 48.0 30 30
E 396.869860880 68.0 85.0 20.0 30 30
H 396.873547668 14.0 91.0 51.0 30 30
E 396.918985984 75.0 89.0 20.0 30 30
H 396.922576620 17.0 87.0 52.0 30 30
E 396.977665724 84.0 94.0 20.0 30 30
H 397.001460116 19.0 84.0 51.0 30 30
E 397.046668244 91.0 97.0 19.0 30 30
H 397.050569414 21.0 83.0 52.0 30 30
E 397.095670330 98.0 100.0 19.0 30 30
H 397.099570534 22.0 81.0 53.0 30 30
E 397.144784780 104.0 100.0 19.0 30 30
H 397.148639806 22.0 82.0 59.0 30 30
E 397.203475314 110.0 100.0 19.0 30 30
H 397.207426394 22.0 87.0 69.0 30 30
E 397.252477344 114.0 100.0 18.0 30 30
H 397.256332510 22.0 94.0 78.0 30 30
E 397.301479780 118.0 100.0 18.0 30 30
H 397.305459014 22.0 100.0 84.0 30 30
E 397.350594496 122.0 100.0 19.0 30 30
H 397.354545226 22.0 100.0 89.0 30 30
E 397.409284596 125.0 100.0 20.0 30 30
H 397.413139146 22.0 100.0 97.0 30 30
E 397.458287018 127.0 100.0 21.0 30 30
H 397.462142184 22.0 100.0 100.0 30 30
E 397.517089566 127.0 100.0 21.0 30 30
H 397.520943528 22.0 100.0 100.0 30 30
E 397.576004744 127.0 100.0 21.0 30 30
H 397.579986134 22.0 100.0 100.0 30 30
E 397.634694942 127.0 100.0 20.0 30 30
H 397.638644720 22.0 100.0 97.0 30 30
E 397.693497686 127.0 100.0 19.0 30 30
H 397.697352586 22.0 100.0 92.0 30 30
E 397.742499744 127.0 95.0 18.0 30 30
H 397.746405100 22.0 100.0 90.0 30 30
E 397.791614586 127.0 90.0 18.0 30 30
H 397.795293450 22.0 100.0 86.0 30 30
E 397.850304770 127.0 88.0 18.0 30 30
H 397.854078358 21.0 100.0 84.0 30 30
E 397.899306926 127.0 87.0 18.0 30 30
H 397.903183988 21.0 100.0 80.0 30 30
E 397.948309180 127.0 81.0 17.0 30 30
H 397.952082600 21.0 100.0 74.0 30 30
E 398.018001480 127.0 75.0 16.0 30 30
H 398.021589232 21.0 100.0 68.0 30 30
E 398.076114164 127.0 70.0 15.0 30 30
H 398.079903432 22.0 100.0 61.0 30 30
E 398.125116698 127.0 67.0 14.0 30 30
H 398.128994054 24.0 99.0 56.0 30 30
E 398.174118686 127.0 62.0 13.0 30 30
H 398.177997456 26.0 93.0 52.0 30 30
E 398.223233430 127.0 56.0 13.0 30 30
H 398.227012380 28.0 88.0 50.0 30 30
E 398.281923586 127.0 50.0 14.0 30 30
H 398.285700786 29.0 84.0 57.0 30 30
E 398.330925798 127.0 45.0 16.0 30 30
H 398.334701584 30.0 81.0 66.0 30 30
E 398.379928178 126.0 41.0 17.0 30 30
H 398.383704594 30.0 76.0 77.0 30 30
E 398.429043006 124.0 37.0 19.0 30 30
H 398.432861282 30.0 72.0 88.0 30 30
E 398.487732910 122.0 33.0 21.0 30 30
H 398.491508920 30.0 66.0 96.0 30 30
E 398.536735304 120.0 30.0 28.0 30 30
H 398.540511636 29.0 61.0 100.0 30 30
E 398.585737586 119.0 28.0 39.0 30 30
H 398.589655794 26.0 57.0 100.0 30 30
E 398.634853646 118.0 27.0 50.0 30 30
H 398.638532888 23.0 55.0 100.0 30 30
E 398.693542486 116.0 25.0 58.0 30 30
H 398.697320512 19.0 54.0 100.0 30 30
E 398.742544572 112.0 23.0 64.0 30 30
H 398.746420164 17.0 52.0 100.0 30 30
E 398.791546742 107.0 22.0 68.0 30 30
H 398.795322598 13.0 50.0 100.0 30 30
E 398.840663432 102.0 21.0 70.0 30 30
H 398.844437272 10.0 49.0 100.0 30 30
E 398.899351880 96.0 20.0 70.0 30 30
H 398.903138138 6.0 49.0 100.0 30 30
E 398.948354162 91.0 20.0 67.0 30 30
H 398.952063182 4.0 50.0 100.0 30 30
E 399.017356178 86.0 20.0 64.0 30 30
H 399.021169092 4.0 49.0 100.0 30 30
E 399.066472364 81.0 20.0 61.0 30 30
H 399.070187362 4.0 48.0 100.0 30 30
E 399.125161176 76.0 20.0 60.0 30 30
H 399.129065916 4.0 46.0 100.0 30 30
E 399.174163668 72.0 20.0 61.0 30 30
H 399.178068436 4.0 45.0 100.0 30 30
E 399.223165838 67.0 20.0 60.0 30 30
H 399.227042634 3.0 45.0 100.0 30 30
E 399.272281646 63.0 21.0 59.0 30 30
H 399.275872198 3.0 46.0 100.0 30 30
E 399.330970682 59.0 22.0 57.0 30 30
H 399.334756282 3.0 46.0 100.0 30 30
E 399.379972950 55.0 24.0 55.0 30 30
H 399.383761126 3.0 45.0 100.0 30 30
E 399.428975162 52.0 25.0 54.0 30 30
H 399.432763226 4.0 45.0 100.0 30 30
E 399.478091866 51.0 26.0 57.0 30 30
H 399.481681844 3.0 46.0 100.0 30 30
E 399.536780034 47.0 26.0 61.0 30 30
H 399.540566026 3.0 47.0 100.0 30 30
E 399.585782498 44.0 28.0 65.0 30 30
H 399.589668548 3.0 48.0 100.0 30 30
E 399.634784444 40.0 32.0 73.0 30 30
H 399.638570772 3.0 50.0 100.0 30 30
E 399.683901092 36.0 32.0 78.0 30 30
H 399.687589196 3.0 51.0 100.0 30 30
E 399.742589610 30.0 31.0 82.0 30 30
H 399.746284910 3.0 53.0 100.0 30 30
E 399.791591682 26.0 30.0 91.0 30 30
H 399.795287276 3.0 54.0 100.0 30 30
E 399.840593810 20.0 29.0 95.0 30 30
H 399.844288298 3.0 57.0 100.0 30 30
E 399.889710724 15.0 30.0 98.0 30 30
H 399.893310250 3.0 65.0 100.0 30 30
E 399.948398948 8.0 29.0 100.0 30 30
H 399.952185010 3.0 68.0 100.0 30 30
E 400.017401118 4.0 28.0 100.0 30 30
H 400.021214018 3.0 67.0 100.0 30 30
E 400.066403358 4.0 29.0 100.0 30 30
H 400.070215516 3.0 63.0 100.0 30 30
E 400.116073062 3.0 29.0 100.0 30 30
H 400.119661388 3.0 59.0 100.0 30 30
E 400.174208370 3.0 27.0 100.0 30 30
H 400.177980754 3.0 59.0 100.0 30 30
E 400.223210442 3.0 26.0 100.0 30 30
H 400.226986144 3.0 60.0 100.0 30 30
E 400.272212836 3.0 26.0 100.0 30 30
H 400.276077396 3.0 56.0 100.0 30 30
E 400.321329106 3.0 25.0 99.0 30 30
H 400.324928002 3.0 53.0 100.0 30 30
E 400.380017722 3.0 25.0 94.0 30 30
H 400.383710390 3.0 51.0 100.0 30 30
E 400.429019948 3.0 24.0 91.0 30 30
H 400.432715290 3.0 50.0 100.0 30 30
E 400.478022188 3.0 24.0 89.0 30 30
H 400.481717656 3.0 48.0 100.0 30 30
E 400.527138682 3.0 24.0 87.0 30 30
H 400.530738026 3.0 46.0 100.0 30 30
E 400.585826948 3.0 23.0 82.0 30 30
H 400.589521520 3.0 47.0 100.0 30 30
E 400.634829566 3.0 23.0 74.0 30 30
H 400.638526392 3.0 55.0 100.0 30 30
E 400.683831680 4.0 25.0 65.0 30 30
H 400.687527652 3.0 64.0 100.0 30 30
E 400.732948076 4.0 27.0 57.0 30 30
H 400.736577422 4.0 69.0 100.0 30 30
E 400.791639338 4.0 31.0 50.0 30 30
H 400.795369848 4.0 71.0 100.0 30 30
E 400.840638708 4.0 33.0 44.0 30 30
H 400.844497934 4.0 72.0 100.0 30 30
E 400.889641004 7.0 35.0 40.0 30 30
H 400.893370506 4.0 73.0 100.0 30 30
E 400.938757428 8.0 37.0 37.0 30 30
H 400.942390414 4.0 75.0 100.0 30 30
E 401.017448732 9.0 38.0 34.0 30 30
H 401.020861470 5.0 78.0 100.0 30 30
E 401.066451014 11.0 41.0 32.0 30 30
H 401.069951224 5.0 83.0 100.0 30 30
E 401.115453086 12.0 45.0 30.0 30 30
H 401.119383278 5.0 87.0 100.0 30 30
E 401.164567004 13.0 49.0 28.0 30 30
H 401.168539364 5.0 88.0 97.0 30 30
E 401.223255102 15.0 53.0 27.0 30 30
H 401.227185168 5.0 90.0 88.0 30 30
E 401.272257650 18.0 57.0 27.0 30 30
H 401.276187408 5.0 94.0 82.0 30 30
E 401.321259750 22.0 62.0 27.0 30 30
H 401.325189214 5.0 95.0 76.0 30 30
E 401.370376398 27.0 68.0 27.0 30 30
H 401.374206224 5.0 90.0 73.0 30 30
E 401.429064776 34.0 76.0 27.0 30 30
H 401.432994058 5.0 84.0 69.0 30 30
E 401.478066834 40.0 83.0 27.0 30 30
H 401.481995948 5.0 79.0 66.0 30 30
E 401.527069088 47.0 89.0 27.0 30 30
H 401.530996970 5.0 77.0 63.0 30 30
E 401.576185932 55.0 97.0 26.0 30 30
H 401.580016822 5.0 76.0 63.0 30 30
E 401.634874128 65.0 100.0 25.0 30 30
H 401.638741278 5.0 78.0 64.0 30 30
E 401.683876466 73.0 100.0 25.0 30 30
H 401.687643194 5.0 79.0 67.0 30 30
E 401.732878622 82.0 100.0 25.0 30 30
H 401.736645014 5.0 79.0 69.0 30 30
E 401.782003208 90.0 100.0 24.0 30 30
H 401.785767822 5.0 77.0 68.0 30 30
E 401.840683550 98.0 100.0 24.0 30 30
H 401.844503254 5.0 77.0 67.0 30 30
E 401.889685860 104.0 100.0 24.0 30 30
H 401.893552044 5.0 79.0 70.0 30 30
E 401.938688086 109.0 100.0 24.0 30 30
H 401.942453596 5.0 80.0 76.0 30 30
E 402.007803852 114.0 100.0 25.0 30 30
H 402.011488442 5.0 82.0 80.0 30 30
E 402.066492846 118.0 100.0 24.0 30 30
H 402.070266840 5.0 86.0 82.0 30 30
E 402.115497746 122.0 100.0 23.0 30 30
H 402.119264082 4.0 89.0 86.0 30 30
E 402.164500224 125.0 100.0 22.0 30 30
H 402.168368228 4.0 94.0 97.0 30 30
E 402.214166596 126.0 100.0 23.0 30 30
H 402.218063608 4.0 100.0 100.0 30 30
E 402.272302338 127.0 100.0 24.0 30 30
H 402.276068604 4.0 100.0 100.0 30 30
E 402.321307504 127.0 100.0 24.0 30 30
H 402.325073112 5.0 100.0 100.0 30 30
E 402.380121196 127.0 100.0 22.0 30 30
H 402.383988094 5.0 100.0 100.0 30 30
E 402.429223914 127.0 100.0 21.0 30 30
H 402.433133554 5.0 100.0 98.0 30 30
E 402.487914252 127.0 100.0 19.0 30 30
H 402.491680728 5.0 100.0 91.0 30 30
E 402.536914392 127.0 100.0 18.0 30 30
H 402.540777664 5.0 100.0 90.0 30 30
E 402.585916660 127.0 100.0 17.0 30 30
H 402.589683472 5.0 100.0 90.0 30 30
E 402.635050458 127.0 100.0 17.0 30 30
H 402.638815968 5.0 100.0 89.0 30 30
E 402.693721532 126.0 94.0 15.0 30 30
H 402.697552870 5.0 100.0 88.0 30 30
E 402.742726628 127.0 86.0 14.0 30 30
H 402.746546080 4.0 99.0 83.0 30 30
E 402.791726222 127.0 77.0 13.0 30 30
H 402.795646558 4.0 91.0 76.0 30 30
E 402.840842702 127.0 68.0 12.0 30 30
H 402.844562446 5.0 86.0 72.0 30 30
E 402.899530926 127.0 59.0 12.0 30 30
H 402.903436478 5.0 82.0 70.0 30 30
E 402.948533292 127.0 53.0 13.0 30 30
H 402.952440286 5.0 78.0 74.0 30 30
E 403.017538290 127.0 47.0 14.0 30 30
H 403.021467530 5.0 75.0 79.0 30 30
E 403.066654714 126.0 41.0 16.0 30 30
H 403.070485478 5.0 72.0 89.0 30 30
E 403.125340418 123.0 36.0 20.0 30 30
H 403.129375736 5.0 68.0 100.0 30 30
E 403.174342490 121.0 32.0 24.0 30 30
H 403.178118780 4.0 65.0 100.0 30 30
E 403.223366682 120.0 29.0 31.0 30 30
H 403.227143252 4.0 63.0 100.0 30 30
E 403.272461364 118.0 27.0 39.0 30 30
H 403.276140774 3.0 59.0 100.0 30 30
E 403.331149756 116.0 25.0 48.0 30 30
H 403.334925682 3.0 59.0 100.0 30 30
E 403.380154796 114.0 24.0 58.0 30 30
H 403.383930050 3.0 61.0 100.0 30 30
E 403.429154306 111.0 25.0 68.0 30 30
H 403.433027714 3.0 62.0 100.0 30 30
E 403.478271038 105.0 25.0 74.0 30 30
H 403.481948768 3.0 61.0 100.0 30 30
E 403.536962020 98.0 23.0 75.0 30 30
H 403.540748040 3.0 57.0 100.0 30 30
E 403.585964274 93.0 22.0 72.0 30 30
H 403.589751008 3.0 56.0 100.0 30 30
E 403.634966598 87.0 21.0 69.0 30 30
H 403.638753290 3.0 54.0 100.0 30 30
E 403.684082798 82.0 21.0 69.0 30 30
H 403.687769586 3.0 52.0 100.0 30 30
E 403.742841162 75.0 20.0 68.0 30 30
H 403.746528482 3.0 51.0 100.0 30 30
E 403.791773556 71.0 19.0 67.0 30 30
H 403.795559842 3.0 50.0 100.0 30 30
E 403.840776020 65.0 19.0 66.0 30 30
H 403.844658878 3.0 49.0 100.0 30 30
E 403.889892374 60.0 19.0 63.0 30 30
H 403.893580632 3.0 48.0 100.0 30 30
E 403.948580808 55.0 19.0 60.0 30 30
H 403.952367360 3.0 51.0 100.0 30 30
E 404.017582964 51.0 19.0 58.0 30 30
H 404.021084756 3.0 54.0 100.0 30 30
E 404.066585162 47.0 20.0 55.0 30 30
H 404.070086506 3.0 55.0 100.0 30 30
E 404.115701740 43.0 20.0 56.0 30 30
H 404.119389522 3.0 53.0 100.0 30 30
E 404.174465564 40.0 19.0 57.0 30 30
H 404.178154270 3.0 52.0 100.0 30 30
E 404.223392358 36.0 20.0 61.0 30 30
H 404.227178658 3.0 50.0 100.0 30 30
E 404.272394528 33.0 21.0 66.0 30 30
H 404.276280144 3.0 49.0 100.0 30 30
E 404.322064498 29.0 21.0 73.0 30 30
H 404.325653664 3.0 50.0 100.0 30 30
E 404.380196726 23.0 21.0 80.0 30 30
H 404.384071576 3.0 54.0 100.0 30 30
E 404.429199050 18.0 21.0 85.0 30 30
H 404.433073592 3.0 54.0 100.0 30 30
E 404.478201444 13.0 21.0 90.0 30 30
H 404.482076994 3.0 50.0 100.0 30 30
E 404.527317602 8.0 21.0 93.0 30 30
H 404.531105456 3.0 48.0 100.0 30 30
E 404.586006260 3.0 22.0 93.0 30 30
H 404.589506988 3.0 47.0 100.0 30 30
E 404.635008444 3.0 23.0 90.0 30 30
H 404.638509130 3.0 46.0 100.0 30 30
E 404.684010656 3.0 23.0 85.0 30 30
H 404.687511874 3.0 45.0 100.0 30 30
E 404.733127234 3.0 22.0 82.0 30 30
H 404.736914178 3.0 43.0 100.0 30 30
E 404.791815626 3.0 21.0 80.0 30 30
H 404.795317768 3.0 39.0 100.0 30 30
E 404.840817852 3.0 21.0 76.0 30 30
H 404.844319336 3.0 36.0 100.0 30 30
E 404.889820036 3.0 21.0 73.0 30 30
H 404.893321800 3.0 33.0 100.0 30 30
E 404.938936460 3.0 20.0 70.0 30 30
H 404.942718252 3.0 30.0 100.0 30 30
E 405.017624936 3.0 19.0 67.0 30 30
H 405.021035854 3.0 29.0 100.0 30 30
E 405.066630004 3.0 19.0 65.0 30 30
H 405.070041958 3.0 30.0 100.0 30 30
E 405.115629458 3.0 18.0 61.0 30 30
H 405.119416990 3.0 35.0 100.0 30 30
E 405.164745742 3.0 18.0 56.0 30 30
H 405.168434294 3.0 40.0 100.0 30 30
E 405.223434414 4.0 21.0 49.0 30 30
H 405.226936794 3.0 44.0 100.0 30 30
E 405.272436598 4.0 23.0 44.0 30 30
H 405.275939790 4.0 48.0 100.0 30 30
E 405.321438852 4.0 27.0 40.0 30 30
H 405.324941414 3.0 52.0 100.0 30 30
E 405.370555262 5.0 30.0 36.0 30 30
H 405.374396946 3.0 53.0 100.0 30 30
E 405.429243864 7.0 33.0 32.0 30 30
H 405.432746636 3.0 54.0 100.0 30 30
E 405.478246062 8.0 35.0 30.0 30 30
H 405.481748694 3.0 54.0 100.0 30 30
E 405.527248176 9.0 38.0 28.0 30 30
H 405.530751410 4.0 55.0 100.0 30 30
E 405.576364656 10.0 42.0 27.0 30 30
H 405.580052466 3.0 59.0 100.0 30 30
E 405.635053104 11.0 44.0 25.0 30 30
H 405.638836016 3.0 62.0 92.0 30 30
E 405.684055484 13.0 47.0 25.0 30 30
H 405.687839502 3.0 63.0 86.0 30 30
E 405.733057696 14.0 50.0 24.0 30 30
H 405.736841980 3.0 66.0 81.0 30 30
E 405.782174078 16.0 53.0 24.0 30 30
H 405.785862084 3.0 69.0 76.0 30 30
E 405.840874398 19.0 55.0 24.0 30 30
H 405.844660642 3.0 69.0 73.0 30 30
E 405.889876554 23.0 59.0 23.0 30 30
H 405.893664058 3.0 69.0 70.0 30 30
E 405.938879452 28.0 63.0 23.0 30 30
H 405.942666830 3.0 69.0 68.0 30 30
E 406.007995862 34.0 66.0 22.0 30 30
H 406.011408012 3.0 69.0 66.0 30 30
E 406.066684212 40.0 69.0 22.0 30 30
H 406.070185038 3.0 72.0 63.0 30 30
E 406.115687838 46.0 73.0 21.0 30 30
H 406.119474390 3.0 74.0 60.0 30 30
E 406.164690680 52.0 77.0 20.0 30 30
H 406.168476294 3.0 78.0 59.0 30 30
E 406.213807636 59.0 83.0 20.0 30 30
H 406.217494998 3.0 81.0 57.0 30 30
E 406.272481412 67.0 89.0 20.0 30 30
H 406.276270358 3.0 80.0 54.0 30 30
E 406.321483736 75.0 93.0 20.0 30 30
H 406.325369730 4.0 80.0 53.0 30 30
E 406.370485892 83.0 97.0 19.0 30 30
H 406.374365488 4.0 80.0 51.0 30 30
E 406.420154826 91.0 100.0 19.0 30 30
H 406.423920560 4.0 77.0 50.0 30 30
E 406.478291016 98.0 100.0 19.0 30 30
H 406.482188392 4.0 72.0 49.0 30 30
E 406.527307592 103.0 100.0 19.0 30 30
H 406.531162100 4.0 70.0 49.0 30 30
E 406.576295370 108.0 100.0 19.0 30 30
H 406.580246828 4.0 69.0 53.0 30 30
E 406.625411724 113.0 100.0 19.0 30 30
H 406.629266652 4.0 69.0 57.0 30 30
E 406.684149900 118.0 100.0 18.0 30 30
H 406.688004604 4.0 72.0 61.0 30 30
E 406.733102440 121.0 100.0 18.0 30 30
H 406.737086868 4.0 81.0 67.0 30 30
E 406.782122390 124.0 100.0 19.0 30 30
H 406.785977724 4.0 93.0 74.0 30 30
E 406.831220992 125.0 100.0 20.0 30 30
H 406.835172100 4.0 99.0 80.0 30 30
E 406.889909790 125.0 100.0 19.0 30 30
H 406.893763990 4.0 98.0 79.0 30 30
E 406.938964922 125.0 100.0 18.0 30 30
H 406.942819808 4.0 94.0 75.0 30 30
E 407.007914256 125.0 100.0 17.0 30 30
H 407.011721710 4.0 91.0 72.0 30 30
E 407.057050854 125.0 96.0 16.0 30 30
H 407.060868248 5.0 87.0 68.0 30 30
E 407.115719114 125.0 88.0 15.0 30 30
H 407.119727230 5.0 85.0 63.0 30 30
E 407.164721312 125.0 82.0 15.0 30 30
H 407.168840630 5.0 86.0 60.0 30 30
E 407.213723552 125.0 75.0 14.0 30 30
H 407.217742392 5.0 88.0 58.0 30 30
E 407.262839906 125.0 70.0 13.0 30 30
H 407.266517958 5.0 86.0 56.0 30 30
E 407.321556438 125.0 64.0 13.0 30 30
H 407.325331706 6.0 79.0 53.0 30 30
E 407.370530678 125.0 60.0 12.0 30 30
H 407.374407012 6.0 74.0 50.0 30 30
E 407.419533002 125.0 54.0 11.0 30 30
H 407.423508022 6.0 70.0 48.0 30 30
E 407.468649272 125.0 48.0 10.0 30 30
H 407.472425534 6.0 67.0 54.0 30 30
E 407.527337832 125.0 43.0 9.0 30 30
H 407.530840394 6.0 64.0 65.0 30 30
E 407.576340156 125.0 39.0 9.0 30 30
H 407.579841570 7.0 60.0 75.0 30 30
E 407.625342452 124.0 35.0 10.0 30 30
H 407.629217596 7.0 58.0 83.0 30 30
E 407.674458778 122.0 31.0 13.0 30 30
H 407.678232590 7.0 56.0 87.0 30 30
E 407.733220390 120.0 27.0 16.0 30 30
H 407.736995490 6.0 56.0 90.0 30 30
E 407.782149536 119.0 25.0 20.0 30 30
H 407.786067772 5.0 56.0 95.0 30 30
E 407.831151720 117.0 23.0 26.0 30 30
H 407.835168922 4.0 56.0 100.0 30 30
E 407.880269040 116.0 21.0 33.0 30 30
H 407.884042810 4.0 55.0 100.0 30 30
E 407.938956746 114.0 21.0 47.0 30 30
H 407.942832492 4.0 52.0 100.0 30 30
E 408.017759378 111.0 20.0 59.0 30 30
H 408.021542570 4.0 50.0 100.0 30 30
E 408.066761534 106.0 19.0 61.0 30 30
H 408.070544698 4.0 50.0 100.0 30 30
E 408.115878798 101.0 18.0 57.0 30 30
H 408.119654920 4.0 49.0 100.0 30 30
E 408.174599376 96.0 17.0 53.0 30 30
H 408.178386460 4.0 47.0 100.0 30 30
E 408.223603240 92.0 17.0 53.0 30 30
H 408.227389176 4.0 44.0 100.0 30 30
E 408.272605564 88.0 17.0 54.0 30 30
H 408.276391864 4.0 44.0 100.0 30 30
E 408.331522380 83.0 17.0 55.0 30 30
H 408.335209336 4.0 44.0 100.0 30 30
E 408.390176332 78.0 17.0 53.0 30 30
H 408.394060604 3.0 45.0 100.0 30 30
E 408.439178558 74.0 18.0 53.0 30 30
H 408.443062466 3.0 44.0 100.0 30 30
E 408.488180784 69.0 18.0 54.0 30 30
H 408.492064846 3.0 45.0 100.0 30 30
E 408.537849676 66.0 19.0 55.0 30 30
H 408.541537990 3.0 45.0 100.0 30 30
E 408.595985992 61.0 19.0 56.0 30 30
H 408.599857468 3.0 47.0 100.0 30 30
E 408.644988092 57.0 19.0 55.0 30 30
H 408.648863628 3.0 49.0 100.0 30 30
E 408.693990360 53.0 19.0 56.0 30 30
H 408.697866708 3.0 51.0 100.0 30 30
E 408.743105776 49.0 19.0 58.0 30 30
H 408.746882444 3.0 57.0 100.0 30 30
E 408.801833578 44.0 18.0 57.0 30 30
H 408.805609518 3.0 61.0 100.0 30 30
E 408.850797374 40.0 18.0 57.0 30 30
H 408.854670432 3.0 59.0 100.0 30 30
E 408.899799726 36.0 17.0 58.0 30 30
H 408.903772996 3.0 57.0 100.0 30 30
E 408.948915464 33.0 18.0 61.0 30 30
H 408.952691964 3.0 54.0 100.0 30 30
E 409.027604514 29.0 19.0 64.0 30 30
H 409.031105466 3.0 51.0 100.0 30 30
E 409.076606894 26.0 18.0 68.0 30 30
H 409.080108182 3.0 52.0 100.0 30 30
E 409.125609274 22.0 18.0 72.0 30 30
H 409.129199686 3.0 54.0 100.0 30 30
E 409.174726202 18.0 18.0 73.0 30 30
H 409.178510164 3.0 54.0 100.0 30 30
E 409.233414006 15.0 17.0 73.0 30 30
H 409.237004656 3.0 52.0 100.0 30 30
E 409.282416260 11.0 17.0 76.0 30 30
H 409.286006322 3.0 51.0 100.0 30 30
E 409.331418486 8.0 17.0 78.0 30 30
H 409.334921342 3.0 49.0 100.0 30 30
E 409.380535778 4.0 18.0 78.0 30 30
H 409.384232856 3.0 46.0 100.0 30 30
E 409.439223750 4.0 19.0 76.0 30 30
H 409.442725528 3.0 42.0 100.0 30 30
E 409.488225794 4.0 19.0 76.0 30 30
H 409.491726060 3.0 39.0 100.0 30 30
E 409.537228020 3.0 19.0 77.0 30 30
H 409.540730540 3.0 38.0 100.0 30 30
E 409.586345298 3.0 19.0 77.0 30 30
H 409.590040668 3.0 37.0 100.0 30 30
E 409.645032752 4.0 18.0 75.0 30 30
H 409.648535902 3.0 35.0 100.0 30 30
E 409.694035104 3.0 18.0 71.0 30 30
H 409.697536476 3.0 34.0 100.0 30 30
E 409.743037386 4.0 19.0 68.0 30 30
H 409.746539472 3.0 33.0 100.0 30 30
E 409.792154524 3.0 19.0 64.0 30 30
H 409.795852582 3.0 38.0 100.0 30 30
E 409.850842286 4.0 19.0 56.0 30 30
H 409.854344624 3.0 43.0 100.0 30 30
E 409.899844442 4.0 22.0 49.0 30 30
H 409.903347984 3.0 48.0 100.0 30 30
E 409.948846724 4.0 24.0 43.0 30 30
H 409.952377440 4.0 54.0 100.0 30 30
E 410.017964170 5.0 27.0 39.0 30 30
H 410.021378280 3.0 58.0 100.0 30 30
E 410.076651582 6.0 29.0 35.0 30 30
H 410.080153710 3.0 59.0 100.0 30 30
E 410.125653906 8.0 30.0 32.0 30 30
H 410.129245438 3.0 57.0 100.0 30 30
E 410.174656020 8.0 32.0 29.0 30 30
