device_type time pose pose-last_pose vel comanded_vel Nocap_C_vel
E 2435.978516238 122.0 0.0 -17.038551221595423 0 0
H 2436.002284800 68.0 0.0 -114.57837437065409 -329.78000000000003 -100
E 2436.047518408 121.0 0.0 -14.492297850879924 0 0
H 2436.051196138 60.0 0.0 -163.5612585370741 -329.78000000000003 -100
E 2436.096520690 121.0 0.0 0.0 0 0
H 2436.100296308 53.0 0.0 -142.56569783712067 -319.7866666666667 -100
E 2436.145635308 121.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 2436.149402162 45.0 0.0 -162.91336670330236 -289.8066666666667 -100
E 2436.204325646 118.0 0.0 -51.11573901621716 -79.94666666666667 -79.94666666666667
H 2436.208189800 36.0 0.0 -153.0934105567923 -259.8266666666667 -100
E 2436.253327942 114.0 0.0 -81.62882816789717 -79.94666666666667 -79.94666666666667
H 2436.257096182 30.0 0.0 -122.68337494266012 -229.8466666666667 -100
E 2436.302330098 110.0 0.0 -81.6290613826653 -69.95333333333333 -69.95333333333333
H 2436.306092794 24.0 0.0 -122.45744664986995 -209.86 -100
E 2436.351444660 106.0 0.0 -81.44224110096398 -109.92666666666668 -100
H 2436.355307610 20.0 0.0 -81.27633759698259 -209.86 -100
E 2436.410135096 100.0 0.0 -102.23130732957253 -169.88666666666668 -100
H 2436.413901488 14.0 0.0 -102.39977630425683 -179.88000000000002 -100
E 2436.459137462 95.0 0.0 -102.0358894507926 -179.88000000000002 -100
H 2436.462914200 9.0 0.0 -102.0143508898508 -159.89333333333335 -100
E 2436.508139646 89.0 0.0 -122.44352210895308 -179.88000000000002 -100
H 2436.511817082 5.0 0.0 -81.7947702955824 -159.89333333333335 -100
E 2436.557254194 83.0 0.0 -122.16339647462156 -209.86 -100
H 2436.560933604 3.0 0.0 -40.719495570082884 -179.88000000000002 -100
E 2436.615944532 76.0 0.0 -119.27005770543086 -289.8066666666667 -100
H 2436.619712702 3.0 0.0 0.0 -179.88000000000002 -100
E 2436.664946534 69.0 0.0 -142.85130636038872 -369.7533333333334 -100
H 2436.668626882 3.0 0.0 0.0 -169.88666666666668 -100
E 2436.713948942 61.0 0.0 -163.25728319317525 -419.72 -100
H 2436.717726632 3.0 0.0 0.0 -189.87333333333333 -100
E 2436.763064540 54.0 0.0 -142.52091565743024 -379.74666666666667 -100
H 2436.766742676 3.0 0.0 0.0 -199.86666666666667 -100
E 2436.821753996 45.0 0.0 -153.34952159002447 -309.79333333333335 -100
H 2436.825432888 3.0 0.0 0.0 -179.88000000000002 -100
E 2436.870756082 39.0 0.0 -122.44376698639176 -299.8 -100
H 2436.874522404 3.0 0.0 0.0 -169.88666666666668 -100
E 2436.919758364 33.0 0.0 -122.44327723363014 -289.8066666666667 -100
H 2436.923438236 3.0 0.0 0.0 -169.88666666666668 -100
E 2436.968875250 28.0 0.0 -101.7979845051136 -239.84000000000003 -100
H 2436.972652212 3.0 0.0 0.0 -189.87333333333333 -100
E 2437.047563124 22.0 0.0 -76.25063043383423 -249.83333333333334 -100
H 2437.051153116 3.0 0.0 0.0 -199.86666666666667 -100
E 2437.096565560 18.0 0.0 -81.62859495446165 -279.81333333333333 -100
H 2437.100155692 3.0 0.0 0.0 -199.86666666666667 -100
E 2437.145568136 13.0 0.0 -102.03545217700146 -339.77333333333337 -100
H 2437.149336222 3.0 0.0 0.0 -219.85333333333335 -100
E 2437.195237896 9.0 0.0 -80.53189707356185 -369.7533333333334 -100
H 2437.198829792 3.0 0.0 0.0 -239.84000000000003 -100
E 2437.253372504 4.0 0.0 -86.0072884643106 -369.7533333333334 -100
H 2437.257080236 3.0 0.0 0.0 -229.8466666666667 -100
E 2437.302374870 3.0 0.0 -20.407177889969137 -349.7666666666667 -100
H 2437.305964932 3.0 0.0 0.0 -219.85333333333335 -100
E 2437.351377026 4.0 0.0 20.407265345666325 -299.8 -100
H 2437.354967984 3.0 0.0 0.0 -149.9 -100
E 2437.400494248 4.0 0.0 0.0 -269.82 -100
H 2437.404171208 3.0 0.0 0.0 0 0
E 2437.459181926 4.0 0.0 0.0 -199.86666666666667 -100
H 2437.462684068 4.0 0.0 17.090260158308297 0 0
E 2437.508184306 3.0 0.0 -20.407172059691728 -139.90666666666667 -100
H 2437.511774760 4.0 0.0 0.0 0 0
E 2437.557186406 4.0 0.0 20.407288667387924 -79.94666666666667 -79.94666666666667
H 2437.560689332 5.0 0.0 20.443805580133972 0 0
E 2437.606303474 4.0 0.0 0.0 0 0
H 2437.609805658 6.0 0.0 20.359829031237613 79.94666666666667 79.94666666666667
E 2437.664991600 4.0 0.0 0.0 0 0
H 2437.668595480 11.0 0.0 85.04873513634415 159.89333333333335 100
E 2437.713993686 5.0 0.0 20.40729449773196 0 0
H 2437.717490900 17.0 0.0 122.71087966928224 209.86 100
E 2437.762995926 5.0 0.0 0.0 0 0
H 2437.766595648 24.0 0.0 142.5524065412439 239.84000000000003 100
E 2437.812112028 7.0 0.0 40.71984376938518 139.90666666666667 100
H 2437.815614814 31.0 0.0 142.80128715336912 269.82 100
E 2437.870800882 10.0 0.0 51.11703152344624 329.78000000000003 100
H 2437.874390524 40.0 0.0 153.12447948379364 369.7533333333334 100
E 2437.919803136 15.0 0.0 102.03612266438239 459.6933333333334 100
H 2437.923496224 50.0 0.0 203.6423470190793 409.7266666666667 100
E 2437.968805474 21.0 0.0 122.44313730547626 559.6266666666667 100
H 2437.972484856 60.0 0.0 204.12899057826706 409.7266666666667 100
E 2438.037921646 28.0 0.0 101.27875716247213 569.62 100
H 2438.041609428 69.0 0.0 130.1997211643445 379.74666666666667 100
E 2438.096610388 36.0 0.0 136.312344197217 589.6066666666667 100
H 2438.100199386 78.0 0.0 153.60994114361839 289.8066666666667 100
E 2438.145612586 42.0 0.0 122.44348712702877 599.6 100
H 2438.149289532 83.0 0.0 101.85343510733331 229.8466666666667 100
E 2438.194614770 48.0 0.0 122.44352210895308 609.5933333333334 100
H 2438.198394966 88.0 0.0 101.82172506608515 169.88666666666668 100
E 2438.243729878 54.0 0.0 122.16200359362165 619.5866666666667 100
H 2438.247409260 92.0 0.0 81.60884659442542 89.94000000000001 89.94000000000001
E 2438.302419628 61.0 0.0 119.27125264682348 619.5866666666667 100
H 2438.306195008 95.0 0.0 51.03277753649493 9.993333333333334 9.993333333333334
E 2438.351421994 68.0 0.0 142.85024523110962 629.58 100
H 2438.355101950 95.0 0.0 0.0 0 0
E 2438.400424192 73.0 0.0 102.03623927157707 629.58 100
H 2438.404101810 95.0 0.0 0.0 0 0
E 2438.449539538 79.0 0.0 122.16141162940859 629.58 100
H 2438.453342274 95.0 0.0 0.0 0 0
E 2438.508229120 86.0 0.0 119.27159406212363 629.58 100
H 2438.511994980 95.0 0.0 0.0 0 0
E 2438.557231360 91.0 0.0 102.03615181686625 619.5866666666667 100
H 2438.561093064 95.0 0.0 0.0 0 0
E 2438.606233516 96.0 0.0 102.03632672833162 609.5933333333334 100
H 2438.610000034 95.0 0.0 0.0 0 0
E 2438.655348750 101.0 0.0 101.80140849974094 609.5933333333334 100
H 2438.659290002 94.0 0.0 -20.28810406214544 0 0
E 2438.714038486 107.0 0.0 102.23252665525098 609.5933333333334 100
H 2438.718107726 94.0 0.0 0.0 0 0
E 2438.763040670 111.0 0.0 81.62901473930205 619.5866666666667 100
H 2438.766982538 94.0 0.0 0.0 0 0
E 2438.812043106 115.0 0.0 81.62859495370412 619.5866666666667 100
H 2438.816082386 94.0 0.0 0.0 0 0
E 2438.861159572 119.0 0.0 81.4390839931276 619.5866666666667 100
H 2438.865015102 94.0 0.0 0.0 0 0
E 2438.919848062 123.0 0.0 68.15646475155792 619.5866666666667 100
H 2438.923702990 94.0 0.0 0.0 0 0
E 2438.968850204 126.0 0.0 61.2218135279911 619.5866666666667 100
H 2438.972833428 94.0 0.0 0.0 0 0
E 2439.037852346 128.0 0.0 28.984607463326288 629.58 100
H 2439.041618794 94.0 0.0 0.0 0 0
E 2439.086969106 128.0 0.0 0.0 639.5733333333334 100
H 2439.090832098 94.0 0.0 0.0 0 0
E 2439.145657246 128.0 0.0 0.0 479.68000000000006 100
H 2439.149425010 94.0 0.0 0.0 0 0
E 2439.194659570 127.0 0.0 -20.40719538120011 309.79333333333335 100
H 2439.198426116 94.0 0.0 0.0 0 0
E 2439.243661698 127.0 0.0 0.0 159.89333333333335 100
H 2439.247557044 94.0 0.0 0.0 0 0
E 2439.293330632 127.0 0.0 0.0 0 0
H 2439.297097948 93.0 0.0 -20.185340178706355 0 0
E 2439.351466710 125.0 0.0 -34.40204549073902 0 0
H 2439.355374950 93.0 0.0 0.0 0 0
E 2439.400468936 124.0 0.0 -20.407236193683975 0 0
H 2439.404232220 94.0 0.0 20.467782993345484 0 0
E 2439.449471288 123.0 0.0 -20.407183720439257 0 0
H 2439.453237484 94.0 0.0 0.0 0 0
E 2439.498586732 122.0 0.0 -20.360194646673577 0 0
H 2439.502451880 93.0 0.0 -20.319257804149313 0 0
E 2439.557276076 122.0 0.0 0.0 0 0
H 2439.561131494 91.0 0.0 -34.08338711970955 -9.993333333333334 -9.993333333333334
E 2439.606278386 122.0 0.0 0.0 0 0
H 2439.610280160 89.0 0.0 -40.69286438021782 0 0
E 2439.655280570 122.0 0.0 0.0 0 0
H 2439.659134700 89.0 0.0 0.0 0 0
E 2439.704396308 122.0 0.0 0.0 0 0
H 2439.708250690 89.0 0.0 0.0 0 0
E 2439.763085624 122.0 0.0 0.0 0 0
H 2439.767041030 88.0 0.0 -17.009597154881607 -9.993333333333334 -9.993333333333334
E 2439.812087738 122.0 0.0 0.0 0 0
H 2439.815942974 86.0 0.0 -40.898169610865544 0 0
E 2439.861090006 121.0 0.0 -20.4072187027618 -9.993333333333334 -9.993333333333334
H 2439.865044726 85.0 0.0 -20.365872077109422 0 0
E 2439.910205520 118.0 0.0 -61.08049688705389 -19.986666666666668 -19.986666666666668
H 2439.914058488 85.0 0.0 0.0 0 0
E 2439.968894920 115.0 0.0 -51.11655597108078 0 0
H 2439.972749764 85.0 0.0 0.0 0 0
E 2440.037897202 114.0 0.0 -14.492274327985788 0 0
H 2440.041764716 84.0 0.0 -14.489613786860494 -19.986666666666668 -19.986666666666668
E 2440.086899386 114.0 0.0 0.0 0 0
H 2440.090665666 82.0 0.0 -40.89900093987726 -19.986666666666668 -19.986666666666668
E 2440.136014942 114.0 0.0 0.0 0 0
H 2440.140015834 79.0 0.0 -60.790066610986244 -39.973333333333336 -39.973333333333336
E 2440.194704510 114.0 0.0 0.0 0 0
H 2440.198558346 77.0 0.0 -34.1632077558734 -49.96666666666667 -49.96666666666667
E 2440.243706722 114.0 0.0 0.0 0 0
H 2440.247562168 74.0 0.0 -61.21971465813567 -39.973333333333336 -39.973333333333336
E 2440.292708696 113.0 0.0 -20.40734114098296 -9.993333333333334 -9.993333333333334
H 2440.296664550 72.0 0.0 -40.73122155255037 -29.980000000000004 -29.980000000000004
E 2440.341824308 112.0 0.0 -20.360125004589868 -39.973333333333336 -39.973333333333336
H 2440.345678396 70.0 0.0 -40.80479626105699 -19.986666666666668 -19.986666666666668
E 2440.400513638 108.0 0.0 -68.15548925150001 -49.96666666666667 -49.96666666666667
H 2440.404466300 67.0 0.0 -51.030905949694635 -9.993333333333334 -9.993333333333334
E 2440.449515920 104.0 0.0 -81.62885148908676 -19.986666666666668 -19.986666666666668
H 2440.453370904 65.0 0.0 -40.89594509326448 -9.993333333333334 -9.993333333333334
E 2440.498518230 101.0 0.0 -61.22160363447254 -9.993333333333334 -9.993333333333334
H 2440.502373368 64.0 0.0 -20.40713707790786 0 0
E 2440.547633926 98.0 0.0 -61.08027055174554 -9.993333333333334 -9.993333333333334
H 2440.551533080 62.0 0.0 -40.683720848576506 0 0
E 2440.606323018 94.0 0.0 -68.15576564052404 -19.986666666666668 -19.986666666666668
H 2440.610000468 62.0 0.0 0.0 0 0
E 2440.655325552 91.0 0.0 -61.22132377887591 -19.986666666666668 -19.986666666666668
H 2440.659102822 62.0 0.0 0.0 0 0
E 2440.704327582 88.0 0.0 -61.22195345742428 -19.986666666666668 -19.986666666666668
H 2440.708005858 62.0 0.0 0.0 0 0
E 2440.753443236 85.0 0.0 -61.08032278299567 -19.986666666666668 -19.986666666666668
H 2440.757119454 62.0 0.0 0.0 0 0
E 2440.812132538 81.0 0.0 -68.15552176789475 -39.973333333333336 -39.973333333333336
H 2440.815940300 62.0 0.0 0.0 0 0
E 2440.861134764 78.0 0.0 -61.22170858105192 -59.96000000000001 -59.96000000000001
H 2440.864813922 62.0 0.0 0.0 0 0
E 2440.910137102 75.0 0.0 -61.221568652169985 -69.95333333333333 -69.95333333333333
H 2440.913912930 62.0 0.0 0.0 0 0
E 2440.959252336 71.0 0.0 -81.44112679979276 -69.95333333333333 -69.95333333333333
H 2440.962931410 62.0 0.0 0.0 0 0
E 2441.037942142 67.0 0.0 -50.83250554741784 -49.96666666666667 -49.96666666666667
H 2441.041532204 62.0 0.0 0.0 0 0
E 2441.086944312 63.0 0.0 -81.62903806059825 -39.973333333333336 -39.973333333333336
H 2441.090664000 62.0 0.0 0.0 0 0
E 2441.135946454 60.0 0.0 -61.2218135279911 -39.973333333333336 -39.973333333333336
H 2441.139624702 62.0 0.0 0.0 0 0
E 2441.185060764 58.0 0.0 -40.7213294864007 -39.973333333333336 -39.973333333333336
H 2441.188834296 62.0 0.0 0.0 0 0
E 2441.243751382 54.0 0.0 -68.15399353933 -49.96666666666667 -49.96666666666667
H 2441.247430750 62.0 0.0 0.0 0 0
E 2441.292753370 51.0 0.0 -61.22200593183681 -99.93333333333334 -99.93333333333334
H 2441.296431576 62.0 0.0 0.0 0 0
E 2441.341755918 47.0 0.0 -81.62840838346064 -149.9 -100
H 2441.345533608 62.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2441.391423774 43.0 0.0 -80.53498423638298 -179.88000000000002 -100
H 2441.395103002 59.0 0.0 -60.52121597486258 -59.96000000000001 -59.96000000000001
E 2441.449560692 39.0 0.0 -68.80309685497508 -199.86666666666667 -100
H 2441.453338242 56.0 0.0 -51.515199387722085 -59.96000000000001 -59.96000000000001
E 2441.498562988 35.0 0.0 -81.62882816789717 -199.86666666666667 -100
H 2441.502242510 53.0 0.0 -61.34433910743652 -79.94666666666667 -79.94666666666667
E 2441.547565060 31.0 0.0 -81.62920131155978 -169.88666666666668 -100
H 2441.551243630 50.0 0.0 -61.22309041104822 -109.92666666666668 -100
E 2441.596679846 27.0 0.0 -81.44186966460627 -179.88000000000002 -100
H 2441.600452356 46.0 0.0 -81.28639623800039 -169.88666666666668 -100
E 2441.655370198 23.0 0.0 -68.15430243092632 -199.86666666666667 -100
H 2441.659049398 40.0 0.0 -102.39424713587736 -239.84000000000003 -100
E 2441.704372508 20.0 0.0 -61.22160363504069 -219.85333333333335 -100
H 2441.708148560 34.0 0.0 -122.20167830983334 -249.83333333333334 -100
E 2441.753374902 16.0 0.0 -81.6286649176706 -229.8466666666667 -100
H 2441.757053780 28.0 0.0 -122.68628992965748 -239.84000000000003 -100
E 2441.802489142 13.0 0.0 -61.082081286270466 -229.8466666666667 -100
H 2441.806167040 22.0 0.0 -122.16660022157834 -249.83333333333334 -100
E 2441.861179522 9.0 0.0 -68.15426991622311 -239.84000000000003 -100
H 2441.864868760 15.0 0.0 -119.24693177727859 -269.82 -100
E 2441.910181706 6.0 0.0 -61.22176105447654 -269.82 -100
H 2441.913771530 9.0 0.0 -122.69243644061505 -269.82 -100
E 2441.959184044 4.0 0.0 -40.81437910182542 -289.8066666666667 -100
H 2441.962892826 2.0 0.0 -142.5043834346411 -269.82 -100
E 2442.028299166 3.0 0.0 -14.468613684795118 -249.83333333333334 -100
H 2442.031801098 2.0 0.0 0.0 -239.84000000000003 -100
E 2442.086989070 4.0 0.0 17.03870566905146 -219.85333333333335 -100
H 2442.090491450 2.0 0.0 0.0 -209.86 -100
E 2442.135991198 4.0 0.0 0.0 -179.88000000000002 -100
H 2442.139671196 2.0 0.0 0.0 -119.92000000000002 -100
E 2442.184993410 4.0 0.0 0.0 -149.9 -100
H 2442.188579594 3.0 0.0 20.446386324043463 0 0
E 2442.234108756 4.0 0.0 0.0 -109.92666666666668 -100
H 2442.237730640 3.0 0.0 0.0 0 0
E 2442.292798478 4.0 0.0 0.0 -69.95333333333333 -69.95333333333333
H 2442.296301614 4.0 0.0 17.07330323710871 0 0
E 2442.341800550 4.0 0.0 0.0 -39.973333333333336 -39.973333333333336
H 2442.345302608 4.0 0.0 0.0 0 0
E 2442.390802846 4.0 0.0 0.0 0 0
H 2442.394406796 6.0 0.0 40.72972350138348 99.93333333333334 99.93333333333334
E 2442.439918192 4.0 0.0 0.0 0 0
H 2442.443510032 11.0 0.0 101.82628289494876 179.88000000000002 100
E 2442.498607774 4.0 0.0 0.0 0 0
H 2442.502329156 18.0 0.0 119.00891281567964 239.84000000000003 100
E 2442.547610140 5.0 0.0 20.40717789015852 0 0
H 2442.551201574 25.0 0.0 143.23007304455018 269.82 100
E 2442.596612198 6.0 0.0 20.407306158430032 19.986666666666668 19.986666666666668
H 2442.600203996 33.0 0.0 163.25723655103593 269.82 100
E 2442.645727698 7.0 0.0 20.360171432655576 149.9 100
H 2442.649420954 40.0 0.0 142.22740056322348 319.7866666666667 100
E 2442.704417280 11.0 0.0 68.15519660692779 329.78000000000003 100
H 2442.708095276 51.0 0.0 187.47553657251248 389.74 100
E 2442.753419450 16.0 0.0 102.03629757669472 459.6933333333334 100
H 2442.757200276 61.0 0.0 203.64524997620575 409.7266666666667 100
E 2442.802421606 22.0 0.0 122.44359207399795 539.64 100
H 2442.806099910 70.0 0.0 184.05045731013922 409.7266666666667 100
E 2442.851536910 28.0 0.0 122.16151609226661 599.6 100
H 2442.855212988 77.0 0.0 142.52822842793734 339.77333333333337 100
E 2442.910226590 36.0 0.0 136.31016560311997 629.58 100
H 2442.914093782 84.0 0.0 118.88426640476048 169.88666666666668 100
E 2442.959228844 42.0 0.0 122.44334719839516 639.5733333333334 100
H 2442.962996146 88.0 0.0 81.79563670951052 59.96000000000001 59.96000000000001
E 2443.028230986 48.0 0.0 86.95382238997887 639.5733333333334 100
H 2443.032003230 90.0 0.0 28.982531706422545 0 0
E 2443.077346444 55.0 0.0 142.5213219024787 639.5733333333334 100
H 2443.081023824 90.0 0.0 0.0 0 0
E 2443.136035942 62.0 0.0 119.27176477096877 629.58 100
H 2443.139802810 90.0 0.0 0.0 0 0
E 2443.185038098 68.0 0.0 122.44359207399795 629.58 100
H 2443.188927508 89.0 0.0 -20.35635923927651 0 0
E 2443.234040548 74.0 0.0 122.44285744899167 629.58 100
H 2443.237806576 89.0 0.0 0.0 0 0
E 2443.283155222 80.0 0.0 122.16308307354242 629.58 100
H 2443.287019866 89.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 2443.341845378 87.0 0.0 119.27042756537621 619.5866666666667 100
H 2443.345701552 87.0 0.0 -34.08218366459347 -9.993333333333334 -9.993333333333334
E 2443.390847744 93.0 0.0 122.4430673409511 619.5866666666667 100
H 2443.394703792 85.0 0.0 -40.81446072636774 0 0
E 2443.439849858 98.0 0.0 102.03641418428917 619.5866666666667 100
H 2443.443803710 83.0 0.0 -40.73326558331313 -9.993333333333334 -9.993333333333334
E 2443.489518554 103.0 0.0 100.66702777937581 619.5866666666667 100
H 2443.493461920 82.0 0.0 -20.1376569957068 0 0
E 2443.547654660 108.0 0.0 86.00507230410713 619.5866666666667 100
H 2443.551694458 80.0 0.0 -34.34505980139693 0 0
E 2443.596657026 113.0 0.0 102.0358894507926 619.5866666666667 100
H 2443.600600560 80.0 0.0 0.0 0 0
E 2443.645659140 117.0 0.0 81.6291313466738 619.5866666666667 100
H 2443.649602954 79.0 0.0 -20.407166229607032 -29.980000000000004 -29.980000000000004
E 2443.694774388 121.0 0.0 81.4411035857449 619.5866666666667 100
H 2443.698815964 77.0 0.0 -40.639660122286735 -39.973333333333336 -39.973333333333336
E 2443.753464068 125.0 0.0 68.15508280155998 609.5933333333334 100
H 2443.757407966 75.0 0.0 -34.13435164760921 -19.986666666666668 -19.986666666666668
E 2443.802466434 127.0 0.0 40.81435578031704 619.5866666666667 100
H 2443.806503516 73.0 0.0 -40.73688959594401 -39.973333333333336 -39.973333333333336
E 2443.851468772 127.0 0.0 0.0 619.5866666666667 100
H 2443.855412810 71.0 0.0 -40.89202350770219 -79.94666666666667 -79.94666666666667
E 2443.900583908 127.0 0.0 0.0 639.5733333333334 100
H 2443.904437744 68.0 0.0 -61.19335112204885 -119.92000000000002 -100
E 2443.959273700 127.0 0.0 0.0 639.5733333333334 100
H 2443.963226964 63.0 0.0 -85.04960603305885 -179.88000000000002 -100
E 2444.028275800 127.0 0.0 0.0 609.5933333333334 100
H 2444.032041240 58.0 0.0 -72.65934179121693 -209.86 -100
E 2444.077277970 127.0 0.0 0.0 449.70000000000005 100
H 2444.081056906 52.0 0.0 -122.40984341660413 -229.8466666666667 -100
E 2444.126393274 127.0 0.0 0.0 299.8 100
H 2444.130160394 46.0 0.0 -122.1909123845614 -219.85333333333335 -100
E 2444.185082982 127.0 0.0 0.0 149.9 100
H 2444.188849710 39.0 0.0 -119.27213464242571 -219.85333333333335 -100
E 2444.234085222 127.0 0.0 0.0 49.96666666666667 49.96666666666667
H 2444.237949894 34.0 0.0 -101.83261227686124 -189.87333333333333 -100
E 2444.283087532 126.0 0.0 -20.407201211490847 0 0
H 2444.286851740 29.0 0.0 -102.24562892724235 -149.9 -100
E 2444.332202738 125.0 0.0 -20.36029330717055 0 0
H 2444.336095830 26.0 0.0 -60.921016105967894 -119.92000000000002 -100
E 2444.390892488 123.0 0.0 -34.077500755971236 0 0
H 2444.394656402 22.0 0.0 -68.30534373901389 -69.95333333333333 -69.95333333333333
E 2444.439894518 122.0 0.0 -20.40731781933081 0 0
H 2444.443661834 20.0 0.0 -40.8118022505821 -39.973333333333336 -39.973333333333336
E 2444.488896856 121.0 0.0 -20.40718955091271 0 0
H 2444.492762410 18.0 0.0 -40.73271971391884 -9.993333333333334 -9.993333333333334
E 2444.538012202 121.0 0.0 0.0 0 0
H 2444.541778090 17.0 0.0 -20.401634742130902 0 0
E 2444.596701868 121.0 0.0 0.0 -19.986666666666668 -19.986666666666668
H 2444.600567618 17.0 0.0 0.0 0 0
E 2444.645704150 118.0 0.0 -61.22163861681507 -69.95333333333333 -69.95333333333333
H 2444.649468652 17.0 0.0 0.0 0 0
E 2444.694706292 114.0 0.0 -81.62908470398814 -79.94666666666667 -79.94666666666667
H 2444.698473076 17.0 0.0 0.0 0 0
E 2444.743821596 110.0 0.0 -81.44101072817773 -79.94666666666667 -79.94666666666667
H 2444.747714898 17.0 0.0 0.0 0 0
E 2444.802511290 105.0 0.0 -85.19383317979026 -69.95333333333333 -69.95333333333333
H 2444.806277682 18.0 0.0 17.0756909370801 0 0
E 2444.851513376 101.0 0.0 -81.62917799017032 -79.94666666666667 -79.94666666666667
H 2444.855379546 18.0 0.0 0.0 0 0
E 2444.900515798 97.0 0.0 -81.62861827551797 -89.94000000000001 -89.94000000000001
H 2444.904193514 18.0 0.0 0.0 0 0
E 2444.949631060 93.0 0.0 -81.44108037171027 -99.93333333333334 -99.93333333333334
H 2444.953309994 18.0 0.0 0.0 0 0
E 2445.028320670 88.0 0.0 -63.54079020064111 -89.94000000000001 -89.94000000000001
H 2445.032035472 18.0 0.0 0.0 0 0
E 2445.077322994 83.0 0.0 -102.03597690600057 -89.94000000000001 -89.94000000000001
H 2445.080913700 18.0 0.0 0.0 0 0
E 2445.126325108 79.0 0.0 -81.62913134743134 -89.94000000000001 -89.94000000000001
H 2445.130101944 18.0 0.0 0.0 0 0
E 2445.175440384 75.0 0.0 -81.44105715693485 -99.93333333333334 -99.93333333333334
H 2445.179117288 18.0 0.0 0.0 0 0
E 2445.234130176 70.0 0.0 -85.19369092362344 -129.91333333333336 -100
H 2445.237809236 18.0 0.0 0.0 0 0
E 2445.283132346 65.0 0.0 -102.03629757574781 -179.88000000000002 -100
H 2445.286811896 18.0 0.0 0.0 0 0
E 2445.332134460 60.0 0.0 -102.03641418428917 -249.83333333333334 -100
H 2445.335939100 18.0 0.0 0.0 0 0
E 2445.381249918 54.0 0.0 -122.16113305926746 -289.8066666666667 -100
H 2445.385027496 18.0 0.0 0.0 0 0
E 2445.439939472 47.0 0.0 -119.27165096532576 -249.83333333333334 -100
H 2445.443618546 18.0 0.0 0.0 0 0
E 2445.488941810 42.0 0.0 -102.03594775361664 -199.86666666666667 -100
H 2445.492620814 18.0 0.0 0.0 0 0
E 2445.537944036 37.0 0.0 -102.03618096841987 -189.87333333333333 -100
H 2445.541623348 18.0 0.0 0.0 0 0
E 2445.587612536 33.0 0.0 -80.53394002263168 -189.87333333333333 -100
H 2445.591415860 18.0 0.0 0.0 0 0
E 2445.645748992 28.0 0.0 -86.0045545262458 -189.87333333333333 -100
H 2445.649438398 18.0 0.0 0.0 0 0
E 2445.694751008 24.0 0.0 -81.62929459876601 -199.86666666666667 -100
H 2445.698340510 18.0 0.0 0.0 0 0
E 2445.743753332 21.0 0.0 -61.22158614360034 -249.83333333333334 -100
H 2445.747344122 18.0 0.0 0.0 0 0
E 2445.792868734 17.0 0.0 -81.44084822907578 -319.7866666666667 -100
H 2445.796582710 18.0 0.0 0.0 0 0
E 2445.851558176 12.0 0.0 -85.19419898410936 -379.74666666666667 -100
H 2445.855149400 18.0 0.0 0.0 0 0
E 2445.900560514 7.0 0.0 -102.03594775361664 -409.7266666666667 -100
H 2445.904061228 18.0 0.0 0.0 0 0
E 2445.949562978 4.0 0.0 -61.22141123372358 -399.73333333333335 -100
H 2445.953065498 18.0 0.0 0.0 0 0
E 2446.018677960 3.0 0.0 -14.468642992634807 -379.74666666666667 -100
H 2446.022304604 18.0 0.0 0.0 0 0
E 2446.077367668 4.0 0.0 17.038762571396024 -299.8 -100
H 2446.080781708 18.0 0.0 0.0 0 0
E 2446.126369964 3.0 0.0 -20.407207041974292 -239.84000000000003 -100
H 2446.129872330 18.0 0.0 0.0 0 0
E 2446.175372246 4.0 0.0 20.40721287227169 -169.88666666666668 -100
H 2446.178873842 18.0 0.0 0.0 0 0
E 2446.224487368 3.0 0.0 -20.360328128540022 -119.92000000000002 -100
H 2446.228078956 19.0 0.0 20.32309080720363 49.96666666666667 49.96666666666667
E 2446.283176950 4.0 0.0 17.03879915186397 -69.95333333333333 -69.95333333333333
H 2446.286679722 23.0 0.0 68.25849341295293 199.86666666666667 100
E 2446.332179442 4.0 0.0 0.0 0 0
H 2446.335682228 29.0 0.0 122.44271752066098 299.8 100
E 2446.381181570 4.0 0.0 0.0 0 0
H 2446.384786304 38.0 0.0 183.28417380326516 359.76000000000005 100
E 2446.430296580 4.0 0.0 0.0 0 0
H 2446.433798736 48.0 0.0 204.02986736130416 399.73333333333335 100
E 2446.488986582 5.0 0.0 17.03867721788968 0 0
H 2446.492622634 60.0 0.0 203.99872174435458 429.71333333333337 100
E 2446.537988710 5.0 0.0 0.0 9.993333333333334 9.993333333333334
H 2446.541491986 70.0 0.0 204.62722730551766 349.7666666666667 100
E 2446.586990936 7.0 0.0 40.81447238736795 119.92000000000002 100
H 2446.590493498 75.0 0.0 102.03766773583972 229.8466666666667 100
E 2446.636107976 10.0 0.0 61.07859919890543 279.81333333333333 100
H 2446.639797746 80.0 0.0 101.41114007006229 109.92666666666668 100
E 2446.694795850 15.0 0.0 85.19647516957833 399.73333333333335 100
H 2446.698474910 84.0 0.0 68.16962046759787 39.973333333333336 39.973333333333336
E 2446.743798062 21.0 0.0 122.44345214398817 409.7266666666667 100
H 2446.747578930 85.0 0.0 20.364931425183485 0 0
E 2446.792800344 27.0 0.0 122.44327723363014 429.71333333333337 100
H 2446.796476982 86.0 0.0 20.450712433325076 0 0
