device_type time pose pose-last_pose vel comanded_vel Nocap_C_vel
H 2296.544848346 64.0 0.0 0.0 0 0
E 2296.590073568 30.0 0.0 122.44331221543452 439.7066666666667 100
H 2296.593894308 64.0 0.0 0.0 0 0
E 2296.639189852 36.0 0.0 122.15907864724613 479.68000000000006 100
H 2296.642867022 64.0 0.0 0.0 0 0
E 2296.697878342 44.0 0.0 136.31292950311584 539.64 100
H 2296.701557822 64.0 0.0 0.0 0 0
E 2296.746880750 50.0 0.0 122.44296239488145 559.6266666666667 100
H 2296.750558928 63.0 0.0 -20.407702634259987 0 0
E 2296.795882892 56.0 0.0 122.4436270559822 559.6266666666667 100
H 2296.799658734 63.0 0.0 0.0 0 0
E 2296.844999232 62.0 0.0 122.15893936677121 589.6066666666667 100
H 2296.848807708 63.0 0.0 0.0 0 0
E 2296.903687694 68.0 0.0 102.2347459033252 619.5866666666667 100
H 2296.907365956 63.0 0.0 0.0 0 0
E 2296.952690172 74.0 0.0 122.44278748478635 649.5666666666667 100
H 2296.956368504 62.0 0.0 -20.40710209605454 -39.973333333333336 -39.973333333333336
E 2297.021692244 79.0 0.0 72.4615921679716 649.5666666666667 100
H 2297.025370492 59.0 0.0 -43.477008227452174 -119.92000000000002 -100
E 2297.070808878 84.0 0.0 101.79850679453916 649.5666666666667 100
H 2297.074582942 55.0 0.0 -81.2802451417376 -169.88666666666668 -100
E 2297.129497494 89.0 0.0 85.19539803096133 649.5666666666667 100
H 2297.133363846 49.0 0.0 -102.07396606167774 -269.82 -100
E 2297.178499440 92.0 0.0 61.22205840577115 659.5600000000001 100
H 2297.182264852 42.0 0.0 -143.14633936145816 -419.72 -100
E 2297.227501834 96.0 0.0 81.6286649176706 659.5600000000001 100
H 2297.231269570 33.0 0.0 -183.6557859588254 -529.6466666666668 -100
E 2297.277171342 99.0 0.0 60.399229241312874 559.6266666666667 100
H 2297.280850962 24.0 0.0 -181.51971207369127 -529.6466666666668 -100
E 2297.335306566 103.0 0.0 68.80510170602726 479.68000000000006 100
H 2297.339175242 13.0 0.0 -188.60069940045543 -529.6466666666668 -100
E 2297.384309100 106.0 0.0 61.22132377887591 419.72 100
H 2297.388193512 4.0 0.0 -183.60501094783433 -519.6533333333334 -100
E 2297.433311130 107.0 0.0 20.407317819141426 319.7866666666667 100
H 2297.437078124 2.0 0.0 -40.91267002371287 -439.7066666666667 -100
E 2297.482428240 108.0 0.0 20.35950405072045 229.8466666666667 100
H 2297.486195668 2.0 0.0 0.0 -379.74666666666667 -100
E 2297.541115960 108.0 0.0 0.0 149.9 100
H 2297.544883920 2.0 0.0 0.0 -319.7866666666667 -100
E 2297.590118298 108.0 0.0 0.0 79.94666666666667 79.94666666666667
H 2297.593985574 2.0 0.0 0.0 -259.8266666666667 -100
E 2297.639120538 108.0 0.0 0.0 0 0
H 2297.642976040 2.0 0.0 0.0 -199.86666666666667 -100
E 2297.688237522 107.0 0.0 -20.359556279052644 0 0
H 2297.692005566 2.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 2297.746925522 105.0 0.0 -34.07851690290102 0 0
H 2297.750693300 3.0 0.0 17.039335681239397 0 0
E 2297.795927720 104.0 0.0 -20.407247854504796 0 0
H 2297.799692922 5.0 0.0 40.81664140194342 249.83333333333334 100
E 2297.844929890 104.0 0.0 0.0 0 0
H 2297.848841644 11.0 0.0 122.07845404365014 339.77333333333337 100
E 2297.894045810 104.0 0.0 0.0 0 0
H 2297.897908858 20.0 0.0 183.42186699273844 359.76000000000005 100
E 2297.952734846 104.0 0.0 0.0 0 0
H 2297.956501462 32.0 0.0 204.80400563921884 389.74 100
E 2298.021737114 104.0 0.0 0.0 0 0
H 2298.025415040 42.0 0.0 145.10928455860454 419.72 100
E 2298.070739242 104.0 0.0 0.0 0 0
H 2298.074416692 52.0 0.0 204.074752419434 449.70000000000005 100
E 2298.119855316 104.0 0.0 0.0 0 0
H 2298.123767560 63.0 0.0 222.89374930481998 469.6866666666667 100
E 2298.178544282 104.0 0.0 0.0 0 0
H 2298.182408926 75.0 0.0 204.63370515671994 499.6666666666667 100
E 2298.227546508 103.0 0.0 -20.407236193683975 -39.973333333333336 -39.973333333333336
H 2298.231315686 84.0 0.0 184.02364008523406 469.6866666666667 100
E 2298.276548944 101.0 0.0 -40.814297477230824 -229.8466666666667 -100
H 2298.280316736 92.0 0.0 163.26180765584863 389.74 100
E 2298.325664052 95.0 0.0 -122.16200359362165 -389.74 -100
H 2298.329343308 97.0 0.0 101.98551104082387 339.77333333333337 100
E 2298.384353690 87.0 0.0 -136.3102631506359 -349.7666666666667 -100
H 2298.388129994 97.0 0.0 0.0 269.82 100
E 2298.433355986 79.0 0.0 -163.2576563342793 -279.81333333333333 -100
H 2298.437068366 96.0 0.0 -20.43386322697149 219.85333333333335 100
E 2298.482358170 73.0 0.0 -122.44352210895308 -249.83333333333334 -100
H 2298.485949646 96.0 0.0 0.0 149.9 100
E 2298.531473460 66.0 0.0 -142.52180940012173 -229.8466666666667 -100
H 2298.535062402 96.0 0.0 0.0 59.96000000000001 59.96000000000001
E 2298.590163098 60.0 0.0 -102.23269736297692 -229.8466666666667 -100
H 2298.593876738 96.0 0.0 0.0 0 0
E 2298.639165254 54.0 0.0 -122.44359207399795 -209.86 -100
H 2298.642854786 96.0 0.0 0.0 0 0
E 2298.688167536 49.0 0.0 -102.03606436135846 -159.89333333333335 -100
H 2298.691759068 96.0 0.0 0.0 0 0
E 2298.737283820 45.0 0.0 -81.43938576483076 -129.91333333333336 -100
H 2298.741003802 95.0 0.0 -20.306739802967787 0 0
E 2298.795972478 40.0 0.0 -85.19533706164049 -109.92666666666668 -100
H 2298.799564514 95.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 2298.844974774 37.0 0.0 -61.22162112535474 -109.92666666666668 -100
H 2298.848566530 92.0 0.0 -61.22197094907451 -39.973333333333336 -39.973333333333336
E 2298.893976888 34.0 0.0 -61.22184851057351 -119.92000000000002 -100
H 2298.897666406 88.0 0.0 -81.46660085230376 -9.993333333333334 -9.993333333333334
E 2298.943093228 31.0 0.0 -61.079469683385604 -149.9 -100
H 2298.946683710 86.0 0.0 -40.80191762502021 0 0
E 2299.021781788 27.0 0.0 -50.833310458313925 -199.86666666666667 -100
H 2299.025284728 85.0 0.0 -12.722481533258957 -29.980000000000004 -29.980000000000004
E 2299.070784336 23.0 0.0 -81.62840838421816 -229.8466666666667 -100
H 2299.074381888 82.0 0.0 -61.10333062009498 -69.95333333333333 -69.95333333333333
E 2299.119786268 20.0 0.0 -61.2220758969132 -249.83333333333334 -100
H 2299.123473784 78.0 0.0 -81.47984343495706 -129.91333333333336 -100
E 2299.168903420 16.0 0.0 -81.43794656534374 -229.8466666666667 -100
H 2299.172406248 74.0 0.0 -81.74532147036655 -199.86666666666667 -100
E 2299.227591392 13.0 0.0 -51.117799742752936 -199.86666666666667 -100
H 2299.231193032 67.0 0.0 -119.07438243180522 -259.8266666666667 -100
E 2299.276593688 10.0 0.0 -61.22162112535474 -189.87333333333333 -100
H 2299.280097300 59.0 0.0 -163.5849042880185 -289.8066666666667 -100
E 2299.325595802 8.0 0.0 -40.81456567371567 -139.90666666666667 -100
H 2299.329108962 51.0 0.0 -163.2264582242619 -359.76000000000005 -100
E 2299.375266136 7.0 0.0 -20.132741607904673 -49.96666666666667 -49.96666666666667
H 2299.378856954 43.0 0.0 -160.81051070364984 -399.73333333333335 -100
E 2299.433400744 6.0 0.0 -17.201457692727566 0 0
H 2299.436992052 31.0 0.0 -206.41575249558508 -399.73333333333335 -100
E 2299.482402914 7.0 0.0 20.407259515338943 0 0
H 2299.486091690 22.0 0.0 -183.30074042362673 -379.74666666666667 -100
E 2299.531405112 7.0 0.0 0.0 0 0
H 2299.535119102 13.0 0.0 -183.5707746524368 -369.7533333333334 -100
E 2299.580522376 7.0 0.0 0.0 0 0
H 2299.584111976 4.0 0.0 -183.7001846437398 -379.74666666666667 -100
E 2299.639210138 8.0 0.0 17.03932755170632 0 0
H 2299.642801124 3.0 0.0 -17.038925151825048 -389.74 -100
E 2299.688212252 8.0 0.0 0.0 -29.980000000000004 -29.980000000000004
H 2299.691803938 3.0 0.0 0.0 -399.73333333333335 -100
E 2299.737214520 8.0 0.0 0.0 -139.90666666666667 -100
H 2299.740806416 3.0 0.0 0.0 -419.72 -100
E 2299.786331840 6.0 0.0 -40.7188340081912 -179.88000000000002 -100
H 2299.790110090 3.0 0.0 0.0 -449.70000000000005 -100
E 2299.845019448 4.0 0.0 -34.07874452807234 -9.993333333333334 -9.993333333333334
H 2299.848609188 3.0 0.0 0.0 -359.76000000000005 -100
E 2299.894021604 4.0 0.0 0.0 0 0
H 2299.897611232 4.0 0.0 20.407311988784063 -189.87333333333333 -100
E 2299.943024012 5.0 0.0 20.407160399146907 19.986666666666668 19.986666666666668
H 2299.946613402 4.0 0.0 0.0 -29.980000000000004 -29.980000000000004
E 2300.012141192 7.0 0.0 28.936365748751385 129.91333333333336 100
H 2300.015871128 4.0 0.0 0.0 0 0
E 2300.070829052 11.0 0.0 68.15719639439881 279.81333333333333 100
H 2300.074417336 5.0 0.0 17.080525522728763 0 0
E 2300.119831054 15.0 0.0 81.62931792097966 429.71333333333337 100
H 2300.123510072 6.0 0.0 20.369612318958723 0 0
E 2300.168833448 20.0 0.0 102.03583114708826 489.67333333333335 100
H 2300.172697714 7.0 0.0 20.330309796062988 89.94000000000001 89.94000000000001
E 2300.217950558 26.0 0.0 122.15702430319172 519.6533333333334 100
H 2300.221715718 12.0 0.0 102.0033373866951 149.9 100
E 2300.276638404 34.0 0.0 136.31442530734168 529.6466666666668 100
H 2300.280316694 19.0 0.0 119.45193540807962 179.88000000000002 100
E 2300.325640560 40.0 0.0 122.44359207399795 529.6466666666668 100
H 2300.329419832 25.0 0.0 122.19178334339067 139.90666666666667 100
E 2300.374642786 46.0 0.0 122.44341716210384 479.68000000000006 100
H 2300.378321510 31.0 0.0 122.69517622632445 89.94000000000001 89.94000000000001
E 2300.423758804 51.0 0.0 101.7997835249006 429.71333333333337 100
H 2300.427535752 35.0 0.0 81.27728554700593 49.96666666666667 49.96666666666667
E 2300.482447728 56.0 0.0 85.19495092485506 329.78000000000003 100
H 2300.486123022 39.0 0.0 68.27421724906176 29.980000000000004 29.980000000000004
E 2300.531450010 60.0 0.0 81.62885148908676 229.8466666666667 100
H 2300.535127138 42.0 0.0 61.219347370607345 49.96666666666667 49.96666666666667
E 2300.580452082 62.0 0.0 40.81460065577989 159.89333333333335 100
H 2300.584230990 45.0 0.0 61.09500330045595 119.92000000000002 100
E 2300.629568100 63.0 0.0 20.35995670498012 99.93333333333334 99.93333333333334
H 2300.633245522 50.0 0.0 102.01056290815737 229.8466666666667 100
E 2300.688257024 63.0 0.0 0.0 29.980000000000004 29.980000000000004
H 2300.692035862 59.0 0.0 153.08637439393448 369.7533333333334 100
E 2300.737259558 63.0 0.0 0.0 0 0
H 2300.740938478 67.0 0.0 163.59043041837475 379.74666666666667 100
E 2300.786261616 62.0 0.0 -20.407306158430032 0 0
H 2300.789940508 76.0 0.0 183.66586037227282 329.78000000000003 100
E 2300.835377578 61.0 0.0 -20.359979918508476 0 0
H 2300.839155730 83.0 0.0 142.2324174421074 279.81333333333333 100
E 2300.894066698 60.0 0.0 -17.03893328097415 0 0
H 2300.897744652 89.0 0.0 102.40843823741342 219.85333333333335 100
E 2300.943068840 59.0 0.0 -20.407271176186416 0 0
H 2300.946892254 94.0 0.0 101.7343633567746 149.9 100
E 2301.012071108 58.0 0.0 -14.492277268319501 0 0
H 2301.015659588 96.0 0.0 29.08357622245648 49.96666666666667 49.96666666666667
E 2301.061186874 58.0 0.0 0.0 0 0
H 2301.064777594 96.0 0.0 0.0 0 0
E 2301.119875882 56.0 0.0 -34.07793159503221 -99.93333333333334 -99.93333333333334
H 2301.123555894 95.0 0.0 -17.013081358231634 0 0
E 2301.168877996 52.0 0.0 -81.62913134743134 -159.89333333333335 -100
H 2301.172685044 95.0 0.0 0.0 0 0
E 2301.217880376 47.0 0.0 -102.03586029940556 -189.87333333333333 -100
H 2301.221657324 94.0 0.0 -20.41971498986268 0 0
E 2301.266996198 42.0 0.0 -101.800189763276 -189.87333333333333 -100
H 2301.270674824 94.0 0.0 0.0 0 0
E 2301.325685346 37.0 0.0 -85.19462575978535 -199.86666666666667 -100
H 2301.329364084 92.0 0.0 -34.07778527087645 -119.92000000000002 -100
E 2301.374687502 33.0 0.0 -81.62906138190776 -159.89333333333335 -100
H 2301.378364224 87.0 0.0 -102.04052478246176 -279.81333333333333 -100
E 2301.423689812 29.0 0.0 -81.62880484672091 -59.96000000000001 -59.96000000000001
H 2301.427466676 80.0 0.0 -142.55907220225464 -359.76000000000005 -100
E 2301.473357906 27.0 0.0 -40.26729916390494 0 0
H 2301.477165962 72.0 0.0 -160.9681072686668 -329.78000000000003 -100
E 2301.531494908 27.0 0.0 0.0 0 0
H 2301.535173408 62.0 0.0 -172.3916615810643 -309.79333333333335 -100
E 2301.580497008 27.0 0.0 0.0 0 0
H 2301.584174500 54.0 0.0 -163.26166772023967 -339.77333333333337 -100
E 2301.629498954 27.0 0.0 0.0 0 0
H 2301.633177986 46.0 0.0 -163.2536917870381 -369.7533333333334 -100
E 2301.678613936 27.0 0.0 0.0 0 0
H 2301.682388938 36.0 0.0 -203.2067983581956 -389.74 -100
E 2301.737304148 27.0 0.0 0.0 0 0
H 2301.741112918 25.0 0.0 -187.31700405802565 -389.74 -100
E 2301.786306346 27.0 0.0 0.0 99.93333333333334 99.93333333333334
H 2301.789984608 16.0 0.0 -184.15569422728638 -399.73333333333335 -100
E 2301.835308782 29.0 0.0 40.81429747685206 149.9 100
H 2301.838987380 7.0 0.0 -183.66307930415192 -409.7266666666667 -100
E 2301.884423372 31.0 0.0 40.72109733580551 259.8266666666667 100
H 2301.888102110 3.0 0.0 -81.44196252337807 -409.7266666666667 -100
E 2301.943113696 35.0 0.0 68.15433494618863 439.7066666666667 100
H 2301.946881768 3.0 0.0 0.0 -429.71333333333337 -100
E 2302.012115894 40.0 0.0 72.46145985098492 549.6333333333333 100
H 2302.015890882 3.0 0.0 0.0 -439.7066666666667 -100
E 2302.061118120 46.0 0.0 122.44341716210384 559.6266666666667 100
H 2302.064795752 3.0 0.0 0.0 -439.7066666666667 -100
E 2302.110232710 51.0 0.0 101.80274333951377 559.6266666666667 100
H 2302.114174858 3.0 0.0 0.0 -429.71333333333337 -100
E 2302.168922936 58.0 0.0 119.27028531177722 569.62 100
H 2302.172778186 3.0 0.0 0.0 -339.77333333333337 -100
E 2302.217925218 62.0 0.0 81.62885148908676 559.6266666666667 100
H 2302.221780888 3.0 0.0 0.0 -269.82 -100
E 2302.266927458 67.0 0.0 102.03615181686625 559.6266666666667 100
H 2302.270880176 3.0 0.0 0.0 -179.88000000000002 -100
E 2302.316042118 72.0 0.0 101.80259824619009 569.62 100
H 2302.319896262 4.0 0.0 20.40146575557398 -69.95333333333333 -69.95333333333333
E 2302.374732540 77.0 0.0 85.192776429623 559.6266666666667 100
H 2302.378713860 4.0 0.0 0.0 0 0
E 2302.423734696 82.0 0.0 102.03632672833162 569.62 100
H 2302.427589946 5.0 0.0 20.45990343832657 0 0
E 2302.472736978 87.0 0.0 102.03606436135846 579.6133333333333 100
H 2302.476592606 7.0 0.0 40.81411090741376 19.986666666666668 19.986666666666668
E 2302.521852702 92.0 0.0 101.80039288367952 589.6066666666667 100
H 2302.525804258 10.0 0.0 60.96117236632621 39.973333333333336 39.973333333333336
E 2302.580541668 97.0 0.0 85.19488995617417 609.5933333333334 100
H 2302.584395966 15.0 0.0 85.33630731469833 69.95333333333333 69.95333333333333
E 2302.629543992 101.0 0.0 81.62878152480044 619.5866666666667 100
H 2302.633588522 20.0 0.0 101.64139468585526 119.92000000000002 100
E 2302.678546316 105.0 0.0 81.62878152480044 629.58 100
H 2302.682489598 25.0 0.0 102.24723889560184 159.89333333333335 100
E 2302.727662138 108.0 0.0 61.08011385796559 629.58 100
H 2302.731605098 31.0 0.0 122.16102859593346 199.86666666666667 100
E 2302.786351034 112.0 0.0 68.15599325672868 639.5733333333334 100
H 2302.790391546 39.0 0.0 136.0857863015738 219.85333333333335 100
E 2302.835353386 115.0 0.0 61.22155116131778 649.5666666666667 100
H 2302.839206606 46.0 0.0 143.39836927396667 219.85333333333335 100
E 2302.884355584 117.0 0.0 40.81449570900959 659.5600000000001 100
H 2302.888313062 52.0 0.0 122.18352715141185 239.84000000000003 100
E 2302.933471644 117.0 0.0 0.0 659.5600000000001 100
H 2302.937327846 60.0 0.0 163.21606150633426 249.83333333333334 100
E 2303.012160750 117.0 0.0 0.0 569.62 100
H 2303.015837864 68.0 0.0 101.897824045729 259.8266666666667 100
E 2303.061162822 116.0 0.0 -20.40730032807933 479.68000000000006 100
H 2303.064937656 75.0 0.0 142.56679539466953 279.81333333333333 100
E 2303.110165062 117.0 0.0 20.40723036337325 389.74 100
H 2303.113842974 82.0 0.0 143.13371809607278 309.79333333333335 100
E 2303.159280842 117.0 0.0 0.0 299.8 100
H 2303.163143764 88.0 0.0 121.70190376269287 339.77333333333337 100
E 2303.217969892 117.0 0.0 0.0 209.86 100
H 2303.221737684 95.0 0.0 119.46632005500692 369.7533333333334 100
E 2303.266972412 117.0 0.0 0.0 149.9 100
H 2303.270739784 97.0 0.0 40.81457733439708 409.7266666666667 100
E 2303.315974302 117.0 0.0 0.0 69.95333333333333 69.95333333333333
H 2303.319842488 97.0 0.0 0.0 429.71333333333337 100
E 2303.365090278 116.0 0.0 -20.35997411516855 9.993333333333334 9.993333333333334
H 2303.368855620 96.0 0.0 -20.402695343037486 319.7866666666667 100
E 2303.423779412 116.0 0.0 0.0 0 0
H 2303.427758058 96.0 0.0 0.0 149.9 100
E 2303.472781540 114.0 0.0 -40.81455401266216 0 0
H 2303.476636090 96.0 0.0 0.0 39.973333333333336 39.973333333333336
E 2303.521783864 112.0 0.0 -40.81439076240022 0 0
H 2303.525640220 96.0 0.0 0.0 0 0
E 2303.571453092 111.0 0.0 -20.13318990991525 0 0
H 2303.575452290 95.0 0.0 -20.075455607296615 0 0
E 2303.629588778 111.0 0.0 0.0 0 0
H 2303.633444294 95.0 0.0 0.0 0 0
E 2303.678591116 111.0 0.0 0.0 0 0
H 2303.682594388 94.0 0.0 -20.345841047735217 0 0
E 2303.727593160 111.0 0.0 0.0 0 0
H 2303.731448592 93.0 0.0 -20.469067513517857 -59.96000000000001 -59.96000000000001
E 2303.776710746 111.0 0.0 0.0 0 0
H 2303.780566752 90.0 0.0 -61.07720647511816 -89.94000000000001 -89.94000000000001
E 2303.835398228 111.0 0.0 0.0 0 0
H 2303.839400912 85.0 0.0 -84.98464157548726 -89.94000000000001 -89.94000000000001
E 2303.884400328 111.0 0.0 0.0 0 0
H 2303.888255158 81.0 0.0 -81.87619966577854 -99.93333333333334 -99.93333333333334
E 2303.933402582 110.0 0.0 -20.40722453306586 -19.986666666666668 -19.986666666666668
H 2303.937358044 77.0 0.0 -81.4616069611383 -99.93333333333334 -99.93333333333334
E 2304.002520126 106.0 0.0 -57.87242671687653 -69.95333333333333 -69.95333333333333
H 2304.006196694 73.0 0.0 -58.106891985749854 -109.92666666666668 -100
E 2304.061207734 101.0 0.0 -85.19686132018086 -89.94000000000001 -89.94000000000001
H 2304.064974028 68.0 0.0 -85.06680483353385 -119.92000000000002 -100
E 2304.110209806 97.0 0.0 -81.62920131231732 -49.96666666666667 -49.96666666666667
H 2304.113989204 64.0 0.0 -81.60737809039071 -119.92000000000002 -100
E 2304.159212004 93.0 0.0 -81.62899141801918 0 0
H 2304.162978648 60.0 0.0 -81.6502428568261 -109.92666666666668 -100
E 2304.208328904 91.0 0.0 -40.71918219580228 0 0
H 2304.212196656 57.0 0.0 -60.953299857207924 -109.92666666666668 -100
E 2304.267017156 90.0 0.0 -17.039185287123466 0 0
H 2304.270780790 53.0 0.0 -68.27787195728766 -59.96000000000001 -59.96000000000001
E 2304.316019270 90.0 0.0 0.0 0 0
H 2304.319784710 50.0 0.0 -61.21959222865925 -39.973333333333336 -39.973333333333336
E 2304.365021398 90.0 0.0 0.0 0 0
H 2304.368936554 48.0 0.0 -40.690233310572964 -9.993333333333334 -9.993333333333334
E 2304.414138298 90.0 0.0 0.0 0 0
H 2304.417901330 46.0 0.0 -40.84568874568198 0 0
E 2304.472826438 90.0 0.0 0.0 0 0
H 2304.476629986 46.0 0.0 0.0 0 0
E 2304.521828678 90.0 0.0 0.0 0 0
H 2304.525503594 46.0 0.0 0.0 0 0
E 2304.570830988 90.0 0.0 0.0 0 0
H 2304.574505778 46.0 0.0 0.0 0 0
E 2304.619946894 90.0 0.0 0.0 -29.980000000000004 -29.980000000000004
H 2304.623620704 46.0 0.0 0.0 0 0
E 2304.678635804 86.0 0.0 -68.15597699803844 -99.93333333333334 -99.93333333333334
H 2304.682531150 46.0 0.0 0.0 0 0
E 2304.727637904 81.0 0.0 -102.0364433359927 -139.90666666666667 -100
H 2304.731316026 46.0 0.0 0.0 0 0
E 2304.776640410 77.0 0.0 -81.62847834786483 -79.94666666666667 -79.94666666666667
H 2304.780318140 46.0 0.0 0.0 0 0
E 2304.825756050 73.0 0.0 -81.4404535902376 -9.993333333333334 -9.993333333333334
H 2304.829434144 46.0 0.0 0.0 0 0
E 2304.884445212 70.0 0.0 -51.11676326195825 0 0
H 2304.888253730 46.0 0.0 0.0 0 0
E 2304.933447396 70.0 0.0 0.0 0 0
H 2304.937126498 46.0 0.0 0.0 0 0
E 2305.002449916 70.0 0.0 0.0 0 0
H 2305.006095390 46.0 0.0 0.0 0 0
E 2305.051565626 69.0 0.0 -20.36008438032389 0 0
H 2305.055155646 46.0 0.0 0.0 0 0
E 2305.110254760 70.0 0.0 17.03892921646464 0 0
H 2305.113932924 46.0 0.0 0.0 0 0
E 2305.159256790 69.0 0.0 -20.407317819141426 0 0
H 2305.163064174 46.0 0.0 0.0 0 0
E 2305.208259184 69.0 0.0 0.0 0 0
H 2305.211937432 46.0 0.0 0.0 0 0
E 2305.257374698 69.0 0.0 0.0 0 0
H 2305.261198840 46.0 0.0 0.0 0 0
E 2305.316063888 69.0 0.0 0.0 0 0
H 2305.319739070 46.0 0.0 0.0 0 0
E 2305.365066310 68.0 0.0 -20.407154568690114 -59.96000000000001 -59.96000000000001
H 2305.368741492 46.0 0.0 0.0 0 0
E 2305.414068424 65.0 0.0 -61.22184851057351 -159.89333333333335 -100
H 2305.417875612 46.0 0.0 0.0 0 0
E 2305.463184400 60.0 0.0 -101.79987057584275 -199.86666666666667 -100
H 2305.466961012 46.0 0.0 0.0 0 0
E 2305.521873478 54.0 0.0 -102.23367284787803 -99.93333333333334 -99.93333333333334
H 2305.525549248 46.0 0.0 0.0 0 0
E 2305.570875592 51.0 0.0 -61.22184851057351 -49.96666666666667 -49.96666666666667
H 2305.574553532 46.0 0.0 0.0 0 0
E 2305.619878028 48.0 0.0 -61.22144621527809 -29.980000000000004 -29.980000000000004
H 2305.623685692 46.0 0.0 0.0 0 0
E 2305.669547088 46.0 0.0 -40.26651601635835 0 0
H 2305.673224342 46.0 0.0 0.0 0 0
E 2305.727682928 45.0 0.0 -17.201093163879502 0 0
H 2305.731361624 46.0 0.0 0.0 0 0
E 2305.776685224 45.0 0.0 0.0 0 0
H 2305.780361862 46.0 0.0 0.0 0 0
E 2305.825687366 44.0 0.0 -20.407271176186416 0 0
H 2305.829625160 46.0 0.0 0.0 0 0
E 2305.874803412 44.0 0.0 0.0 0 0
H 2305.878481772 46.0 0.0 0.0 0 0
E 2305.933492238 44.0 0.0 0.0 0 0
H 2305.937171508 46.0 0.0 0.0 0 0
E 2306.002494506 43.0 0.0 -14.492277268319501 0 0
H 2306.005994310 46.0 0.0 0.0 0 0
E 2306.051496718 43.0 0.0 0.0 0 0
H 2306.055310402 46.0 0.0 0.0 0 0
E 2306.100612344 42.0 0.0 -20.360119201167233 -99.93333333333334 -99.93333333333334
H 2306.104289290 46.0 0.0 0.0 0 0
E 2306.159301702 39.0 0.0 -51.11659255174829 -199.86666666666667 -100
