"device type" time pose "pose - last_pose" vel "comanded vel" "Nocap C_vel"
E 1549.958550110 114.0 0.0 40.72030804425937 229.8466666666667 100
H 1549.962316404 4.0 0.0 0.0 0 0
E 1550.037239412 115.0 0.0 12.708207781546886 249.83333333333334 100
H 1550.041004824 5.0 0.0 12.70835022482263 0 0
E 1550.086241610 116.0 0.0 20.407247854504796 299.8 100
H 1550.090142290 5.0 0.0 0.0 0 0
E 1550.135243878 117.0 0.0 20.40721870257242 359.76000000000005 100
H 1550.139202770 5.0 0.0 0.0 0 0
E 1550.184358860 119.0 0.0 40.72077232972072 369.7533333333334 100
H 1550.188213886 5.0 0.0 0.0 0 0
E 1550.243048820 123.0 0.0 68.15475764504554 339.77333333333337 100
H 1550.246902502 5.0 0.0 0.0 0 0
E 1550.292051270 125.0 0.0 40.81428581633056 279.81333333333333 100
H 1550.295903986 5.0 0.0 0.0 0 0
E 1550.341053440 126.0 0.0 20.407259515244252 239.84000000000003 100
H 1550.345042754 5.0 0.0 0.0 0 0
E 1550.390168100 127.0 0.0 20.360519649332275 289.8066666666667 100
H 1550.394125634 5.0 0.0 0.0 0 0
E 1550.448858130 127.0 0.0 0.0 359.76000000000005 100
H 1550.452713408 5.0 0.0 0.0 0 0
E 1550.497860496 128.0 0.0 20.40717789015852 409.7266666666667 100
H 1550.501715606 5.0 0.0 0.0 0 0
E 1550.546862750 128.0 0.0 0.0 429.71333333333337 100
H 1550.550717594 5.0 0.0 0.0 0 0
E 1550.595977368 128.0 0.0 0.0 359.76000000000005 100
H 1550.599967998 5.0 0.0 0.0 0 0
E 1550.654667622 128.0 0.0 0.0 189.87333333333333 100
H 1550.658625366 5.0 0.0 0.0 0 0
E 1550.703670002 127.0 0.0 -20.40717205978642 49.96666666666667 49.96666666666667
H 1550.707522480 5.0 0.0 0.0 0 0
E 1550.752672004 126.0 0.0 -20.40732948015022 0 0
H 1550.756523138 5.0 0.0 0.0 0 0
E 1550.801786846 124.0 0.0 -40.720888402834596 0 0
H 1550.805639828 5.0 0.0 0.0 0 0
E 1550.860477142 123.0 0.0 -17.03859186530448 0 0
H 1550.864464818 5.0 0.0 0.0 0 0
E 1550.909479214 121.0 0.0 -40.81460065615866 -79.94666666666667 -79.94666666666667
H 1550.913432604 5.0 0.0 0.0 0 0
E 1550.958481594 117.0 0.0 -81.62868823914567 -199.86666666666667 -100
H 1550.962336914 5.0 0.0 0.0 0 0
E 1551.027596310 112.0 0.0 -72.34349338852505 -279.81333333333333 -100
H 1551.031361260 5.0 0.0 0.0 0 0
E 1551.086286410 104.0 0.0 -136.3091901361676 -229.8466666666667 -100
H 1551.090051514 5.0 0.0 0.0 0 0
E 1551.135288692 99.0 0.0 -102.03606436135846 -109.92666666666668 -100
H 1551.139191276 5.0 0.0 0.0 0 0
E 1551.184291156 94.0 0.0 -102.03568538906585 -29.980000000000004 -29.980000000000004
H 1551.188159818 5.0 0.0 0.0 0 0
E 1551.233958928 92.0 0.0 -40.26756021991819 0 0
H 1551.238246134 5.0 0.0 0.0 0 0
E 1551.292095888 91.0 0.0 -17.20076178735101 0 0
H 1551.295861916 5.0 0.0 0.0 0 0
E 1551.341098240 90.0 0.0 -20.407183720439257 -9.993333333333334 -9.993333333333334
H 1551.344864310 5.0 0.0 0.0 0 0
E 1551.390100466 88.0 0.0 -40.81447238755733 -89.94000000000001 -89.94000000000001
H 1551.393866214 5.0 0.0 0.0 0 0
E 1551.439215294 84.0 0.0 -81.44180002010084 -129.91333333333336 -100
H 1551.443130926 5.0 0.0 0.0 0 0
E 1551.497905170 79.0 0.0 -85.19356898962563 -39.973333333333336 -39.973333333333336
H 1551.501773230 5.0 0.0 0.0 0 0
E 1551.546907676 76.0 0.0 -61.22135876061456 0 0
H 1551.550674390 5.0 0.0 0.0 0 0
E 1551.595909790 75.0 0.0 -20.407282836857835 0 0
H 1551.599675944 5.0 0.0 0.0 0 0
E 1551.645024478 74.0 0.0 -20.36050804185184 0 0
H 1551.648790240 5.0 0.0 0.0 0 0
E 1551.703714704 74.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1551.707612920 5.0 0.0 0.0 0 0
E 1551.752716804 72.0 0.0 -40.81457733439708 -79.94666666666667 -79.94666666666667
H 1551.756584724 5.0 0.0 0.0 0 0
E 1551.801719198 68.0 0.0 -81.62866491804937 -89.94000000000001 -89.94000000000001
H 1551.805485198 5.0 0.0 0.0 0 0
E 1551.850833942 65.0 0.0 -61.08145448135756 0 0
H 1551.854600670 5.0 0.0 0.0 0 0
E 1551.909524140 62.0 0.0 -51.11586094834562 0 0
H 1551.913199168 5.0 0.0 0.0 0 0
E 1551.958526296 62.0 0.0 0.0 0 0
H 1551.962337600 5.0 0.0 0.0 0 0
E 1552.027528564 62.0 0.0 0.0 0 0
H 1552.031262952 5.0 0.0 0.0 0 0
E 1552.076643308 62.0 0.0 0.0 0 0
H 1552.080233412 5.0 0.0 0.0 0 0
E 1552.135333800 62.0 0.0 0.0 0 0
H 1552.139012146 5.0 0.0 0.0 0 0
E 1552.184335466 62.0 0.0 0.0 0 0
H 1552.188014246 5.0 0.0 0.0 0 0
E 1552.233337874 61.0 0.0 -20.407160399146907 -49.96666666666667 -49.96666666666667
H 1552.237150004 5.0 0.0 0.0 0 0
E 1552.282452744 58.0 0.0 -61.08129778206866 -109.92666666666668 -100
H 1552.286229972 5.0 0.0 0.0 0 0
E 1552.341142942 53.0 0.0 -85.19310158057603 -59.96000000000001 -59.96000000000001
H 1552.344819146 5.0 0.0 0.0 0 0
E 1552.390145070 49.0 0.0 -81.62910802570308 0 0
H 1552.393822240 5.0 0.0 0.0 0 0
E 1552.439147324 48.0 0.0 -20.40722453297117 0 0
H 1552.442826818 5.0 0.0 0.0 0 0
E 1552.488262502 48.0 0.0 0.0 0 0
H 1552.492073456 5.0 0.0 0.0 0 0
E 1552.546952154 48.0 0.0 0.0 0 0
H 1552.550776464 5.0 0.0 0.0 0 0
E 1552.595954408 47.0 0.0 -20.40722453306586 -119.92000000000002 -100
H 1552.599628372 5.0 0.0 0.0 0 0
E 1552.644956690 44.0 0.0 -61.221638616530996 -199.86666666666667 -100
H 1552.648635134 5.0 0.0 0.0 0 0
E 1552.694071770 39.0 0.0 -101.80172769776097 -179.88000000000002 -100
H 1552.697749248 5.0 0.0 0.0 0 0
E 1552.752761772 34.0 0.0 -85.19338608977846 -49.96666666666667 -49.96666666666667
H 1552.756573174 5.0 0.0 0.0 0 0
E 1552.801763886 32.0 0.0 -40.81456567371567 0 0
H 1552.805571984 5.0 0.0 0.0 0 0
E 1552.850766280 31.0 0.0 -20.40716622941765 0 0
H 1552.854443744 5.0 0.0 0.0 0 0
E 1552.899881080 31.0 0.0 0.0 0 0
H 1552.903559384 5.0 0.0 0.0 0 0
E 1552.958571096 31.0 0.0 0.0 0 0
H 1552.962249582 5.0 0.0 0.0 0 0
E 1553.027573378 31.0 0.0 0.0 169.88666666666668 100
H 1553.031295936 5.0 0.0 0.0 0 0
E 1553.076575450 33.0 0.0 40.81460065596928 249.83333333333334 100
H 1553.080355226 5.0 0.0 0.0 0 0
E 1553.125690460 37.0 0.0 81.4414982305055 279.81333333333333 100
H 1553.129456754 5.0 0.0 0.0 0 0
E 1553.184380560 42.0 0.0 85.19324383510474 329.78000000000003 100
H 1553.188144614 5.0 0.0 0.0 0 0
E 1553.233382856 47.0 0.0 102.03603520939801 349.7666666666667 100
H 1553.237149808 5.0 0.0 0.0 0 0
E 1553.282384900 51.0 0.0 81.62924795551501 339.77333333333337 100
H 1553.286283368 5.0 0.0 0.0 0 0
E 1553.332053316 55.0 0.0 80.53407622255307 339.77333333333337 100
H 1553.336447286 5.0 0.0 0.0 0 0
E 1553.390189884 59.0 0.0 68.8035110706807 349.7666666666667 100
H 1553.394057160 5.0 0.0 0.0 0 0
E 1553.439192054 62.0 0.0 61.221778545732754 359.76000000000005 100
H 1553.442958908 5.0 0.0 0.0 0 0
E 1553.488194420 65.0 0.0 61.22153367047555 369.7533333333334 100
H 1553.491961176 5.0 0.0 0.0 0 0
E 1553.537309430 68.0 0.0 61.08112367259636 369.7533333333334 100
H 1553.541076088 5.0 0.0 0.0 0 0
E 1553.595999250 73.0 0.0 85.1936502788087 389.74 100
H 1553.599896038 5.0 0.0 0.0 0 0
E 1553.645001616 76.0 0.0 61.22153367047555 409.7266666666667 100
H 1553.648868514 5.0 0.0 0.0 0 0
E 1553.694003800 80.0 0.0 81.62901473930205 439.7066666666667 100
H 1553.697768708 5.0 0.0 0.0 0 0
E 1553.743118712 83.0 0.0 61.08124554915103 459.6933333333334 100
H 1553.746885902 5.0 0.0 0.0 0 0
E 1553.801808756 88.0 0.0 85.1933251236673 489.67333333333335 100
H 1553.805575106 5.0 0.0 0.0 0 0
E 1553.850810800 93.0 0.0 102.03655994392031 469.6866666666667 100
H 1553.854619668 5.0 0.0 0.0 0 0
E 1553.899813208 97.0 0.0 81.62864159658763 439.7066666666667 100
H 1553.903593334 5.0 0.0 0.0 0 0
E 1553.948928106 100.0 0.0 61.0812629602079 419.72 100
H 1553.952695394 5.0 0.0 0.0 0 0
E 1554.027618192 105.0 0.0 63.54040583964708 409.7266666666667 100
H 1554.031296188 5.0 0.0 0.0 0 0
E 1554.076620390 108.0 0.0 61.22174356351439 429.71333333333337 100
H 1554.080297070 5.0 0.0 0.0 0 0
E 1554.125622462 112.0 0.0 81.62920131231732 459.6933333333334 100
H 1554.129522792 5.0 0.0 0.0 0 0
E 1554.174737472 116.0 0.0 81.44149823012847 459.6933333333334 100
H 1554.178606022 5.0 0.0 0.0 0 0
E 1554.233427656 120.0 0.0 68.15449752217341 409.7266666666667 100
H 1554.237194608 5.0 0.0 0.0 0 0
E 1554.282429686 124.0 0.0 81.62927127732324 329.78000000000003 100
H 1554.286197282 5.0 0.0 0.0 0 0
E 1554.331432080 126.0 0.0 40.8143324588353 249.83333333333334 100
H 1554.335198710 5.0 0.0 0.0 0 0
E 1554.380546698 127.0 0.0 20.360537060483487 189.87333333333333 100
H 1554.384409928 5.0 0.0 0.0 0 0
E 1554.439236854 127.0 0.0 0.0 139.90666666666667 100
H 1554.443105432 7.0 0.0 34.07416009235742 100 100
E 1554.488239178 127.0 0.0 0.0 139.90666666666667 100
H 1554.492004884 13.0 0.0 122.70076155483052 100 100
E 1554.537241446 127.0 0.0 0.0 139.90666666666667 100
H 1554.541008832 21.0 0.0 163.25215266308084 100 100
E 1554.586356344 127.0 0.0 0.0 129.91333333333336 100
H 1554.590124136 31.0 0.0 203.6025268213869 100 100
E 1554.645046472 127.0 0.0 0.0 109.92666666666668 100
H 1554.648910430 44.0 0.0 221.13998205128942 100 100
E 1554.694048516 127.0 0.0 0.0 79.94666666666667 79.94666666666667
H 1554.697916156 55.0 0.0 224.46356574679305 100 100
E 1554.743050924 127.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1554.746817638 66.0 0.0 224.9420579931638 100 100
E 1554.792165654 127.0 0.0 0.0 0 0
H 1554.795933334 76.0 0.0 203.60090183820927 100 100
E 1554.850855740 126.0 0.0 -17.038652831396657 0 0
H 1554.854621838 86.0 0.0 170.39112123226695 100 100
E 1554.899857994 125.0 0.0 -20.40722453297117 0 0
H 1554.903744184 96.0 0.0 203.57333910678597 100 100
E 1554.948860262 124.0 0.0 -20.40721870266711 0 0
H 1554.952772380 97.0 0.0 20.396426578747175 100 100
E 1555.017975216 124.0 0.0 0.0 0 0
H 1555.021653632 97.0 0.0 0.0 100 100
E 1555.076665232 122.0 0.0 -34.07734630700467 -119.92000000000002 -100
H 1555.080343970 96.0 0.0 -17.038579672138397 100 100
E 1555.125667374 118.0 0.0 -81.6290847043669 -179.88000000000002 -100
H 1555.129431904 96.0 0.0 0.0 100 100
E 1555.174669572 113.0 0.0 -102.03623927205052 -189.87333333333333 -100
H 1555.178558688 96.0 0.0 0.0 59.96000000000001 59.96000000000001
E 1555.223784750 107.0 0.0 -122.16182948587137 -189.87333333333333 -100
H 1555.227649576 96.0 0.0 0.0 19.986666666666668 19.986666666666668
E 1555.282474710 101.0 0.0 -102.23213646756831 -179.88000000000002 -100
H 1555.286239240 96.0 0.0 0.0 0 0
E 1555.331476768 97.0 0.0 -81.62922463409889 -149.9 -100
H 1555.335156850 96.0 0.0 0.0 0 0
E 1555.380478854 92.0 0.0 -102.03647248771289 -99.93333333333334 -99.93333333333334
H 1555.384154764 96.0 0.0 0.0 0 0
E 1555.430147228 88.0 0.0 -80.53414432323953 -49.96666666666667 -49.96666666666667
H 1555.434334684 96.0 0.0 0.0 0 0
E 1555.488283880 84.0 0.0 -68.80341165841345 0 0
H 1555.492091236 96.0 0.0 0.0 0 0
E 1555.537286246 82.0 0.0 -40.81435578031704 0 0
H 1555.541108610 95.0 0.0 -20.400929678542848 0 0
E 1555.586288402 82.0 0.0 0.0 0 0
H 1555.589967896 95.0 0.0 0.0 0 0
E 1555.635403132 81.0 0.0 -20.360490630844517 0 0
H 1555.639081898 95.0 0.0 0.0 0 0
E 1555.694093568 81.0 0.0 0.0 0 0
H 1555.697772152 95.0 0.0 0.0 0 0
E 1555.743095570 81.0 0.0 0.0 0 0
H 1555.746899692 95.0 0.0 0.0 0 0
E 1555.792097810 80.0 0.0 -20.40723036327856 -39.973333333333336 -39.973333333333336
H 1555.795874184 95.0 0.0 0.0 0 0
E 1555.841212750 77.0 0.0 -61.08121072734982 -89.94000000000001 -89.94000000000001
H 1555.844891642 95.0 0.0 0.0 0 0
E 1555.899902920 72.0 0.0 -85.19314222486722 -89.94000000000001 -89.94000000000001
H 1555.903581784 95.0 0.0 0.0 0 0
E 1555.948905062 68.0 0.0 -81.62908470398814 -39.973333333333336 -39.973333333333336
H 1555.952583968 95.0 0.0 0.0 0 0
E 1556.017907148 65.0 0.0 -43.47694647958844 -9.993333333333334 -9.993333333333334
H 1556.021624750 95.0 0.0 0.0 0 0
E 1556.067022438 62.0 0.0 -61.08077545691226 -9.993333333333334 -9.993333333333334
H 1556.070710010 95.0 0.0 0.0 0 0
E 1556.125712370 58.0 0.0 -68.1547901607422 -9.993333333333334 -9.993333333333334
H 1556.129389288 95.0 0.0 0.0 0 0
E 1556.174714428 55.0 0.0 -61.22191847529009 -29.980000000000004 -29.980000000000004
H 1556.178393628 95.0 0.0 0.0 0 0
E 1556.223716668 52.0 0.0 -61.221691090119755 -49.96666666666667 -49.96666666666667
H 1556.227396442 95.0 0.0 0.0 0 0
E 1556.272831916 49.0 0.0 -61.0808276890259 -69.95333333333333 -69.95333333333333
H 1556.276639566 95.0 0.0 0.0 0 0
E 1556.331521526 45.0 0.0 -68.1551640913714 -109.92666666666668 -100
H 1556.335298082 95.0 0.0 0.0 0 0
E 1556.380523892 42.0 0.0 -61.22153367047555 -119.92000000000002 -100
H 1556.384202574 95.0 0.0 0.0 0 0
E 1556.429525964 38.0 0.0 -81.62920131193856 -89.94000000000001 -89.94000000000001
H 1556.433203442 95.0 0.0 0.0 0 0
E 1556.478641044 35.0 0.0 -61.08103661865658 -59.96000000000001 -59.96000000000001
H 1556.482319950 95.0 0.0 0.0 0 0
E 1556.537331074 31.0 0.0 -68.15467635646772 -99.93333333333334 -99.93333333333334
H 1556.541108050 94.0 0.0 -17.01024527068926 -19.986666666666668 -19.986666666666668
E 1556.586333146 28.0 0.0 -61.221900983953915 -139.90666666666667 -100
H 1556.590110948 92.0 0.0 -40.813912679183474 -89.94000000000001 -89.94000000000001
E 1556.635335596 25.0 0.0 -61.22142872449584 -149.9 -100
H 1556.639014950 88.0 0.0 -81.792897031255 -100 -100
E 1556.684450410 22.0 0.0 -61.08136742619206 -129.91333333333336 -100
H 1556.688129386 83.0 0.0 -101.80306254590464 -100 -100
E 1556.743140454 18.0 0.0 -68.1546600986698 -149.9 -100
H 1556.746819612 76.0 0.0 -119.27028531085308 -100 -100
E 1556.792142638 16.0 0.0 -40.814507369651025 -159.89333333333335 -100
H 1556.795920706 68.0 0.0 -162.9291599898633 -100 -100
E 1556.841144934 13.0 0.0 -61.221621125638805 -189.87333333333333 -100
H 1556.844922386 60.0 0.0 -163.25970864690171 -100 -100
E 1556.890259972 10.0 0.0 -61.08108885121689 -199.86666666666667 -100
H 1556.893938738 51.0 0.0 -183.61219537482518 -100 -100
E 1556.948949680 7.0 0.0 -51.116287714386104 -99.93333333333334 -99.93333333333334
H 1556.952539826 38.0 0.0 -221.8388846298392 -100 -100
E 1557.017952144 5.0 0.0 -28.98447220665259 0 0
H 1557.021454930 28.0 0.0 -145.1060713776008 -100 -100
E 1557.066954440 5.0 0.0 0.0 0 0
H 1557.070554596 19.0 0.0 -183.3006358940673 -100 -100
E 1557.116069072 6.0 0.0 20.36053125673169 19.986666666666668 19.986666666666668
H 1557.119754418 12.0 0.0 -142.2769375060183 -100 -100
E 1557.174759326 8.0 0.0 34.07720811710804 209.86 100
H 1557.178351068 2.0 0.0 -170.6582202224091 -100 -100
E 1557.223761426 11.0 0.0 61.22186600159562 349.7666666666667 100
H 1557.227440850 1.0 0.0 -20.370838069718783 -100 -100
E 1557.272763694 16.0 0.0 102.0360935128621 449.70000000000005 100
H 1557.276531444 1.0 0.0 0.0 -100 -100
E 1557.321878592 22.0 0.0 122.1625259204158 469.6866666666667 100
H 1557.325735480 1.0 0.0 0.0 -100 -100
E 1557.380568552 30.0 0.0 136.30951529009107 509.66 100
H 1557.384432650 1.0 0.0 0.0 -100 -100
E 1557.429570708 36.0 0.0 122.44359207399795 529.6466666666668 100
H 1557.433337660 1.0 0.0 0.0 -100 -100
E 1557.478573074 42.0 0.0 122.4430673409511 549.6333333333333 100
H 1557.482428548 1.0 0.0 0.0 -100 -100
E 1557.528241266 49.0 0.0 140.93526899497803 569.62 100
H 1557.532489090 1.0 0.0 0.0 -100 -100
E 1557.586378016 56.0 0.0 120.40576743598965 579.6133333333333 100
H 1557.590233140 1.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1557.635380536 62.0 0.0 122.44268253976455 589.6066666666667 100
H 1557.639324770 1.0 0.0 0.0 -49.96666666666667 -49.96666666666667
E 1557.684382412 68.0 0.0 122.44429172429902 599.6 100
H 1557.688235996 1.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 1557.733497366 74.0 0.0 122.16238663321099 609.5933333333334 100
H 1557.737352392 2.0 0.0 20.35980001462415 0 0
E 1557.792187368 81.0 0.0 119.27074052568985 619.5866666666667 100
H 1557.796042240 2.0 0.0 0.0 0 0
E 1557.841189496 87.0 0.0 122.44366203855462 619.5866666666667 100
H 1557.845044592 2.0 0.0 0.0 0 0
E 1557.890191792 92.0 0.0 102.03603520939801 619.5866666666667 100
H 1557.894268522 2.0 0.0 0.0 0 0
E 1557.939306732 97.0 0.0 101.80201787891637 609.5933333333334 100
H 1557.943161590 2.0 0.0 0.0 0 0
E 1558.017996958 103.0 0.0 76.24835135185589 609.5933333333334 100
H 1558.021851578 2.0 0.0 0.0 0 0
E 1558.066999240 108.0 0.0 102.03606436088499 599.6 100
H 1558.070853300 2.0 0.0 0.0 0 0
E 1558.116001228 113.0 0.0 102.03667655306135 599.6 100
H 1558.119943432 2.0 0.0 0.0 0 0
E 1558.165116196 118.0 0.0 101.80195984217592 599.6 100
H 1558.169283450 2.0 0.0 0.0 0 0
E 1558.223806226 123.0 0.0 85.19334544558464 599.6 100
H 1558.227749858 2.0 0.0 0.0 0 0
E 1558.272808466 126.0 0.0 61.221691090119755 609.5933333333334 100
H 1558.276750712 2.0 0.0 0.0 0 0
E 1558.321810706 129.0 0.0 61.221691090119755 609.5933333333334 100
H 1558.325751090 2.0 0.0 0.0 0 0
E 1558.370926934 130.0 0.0 20.35986965448461 619.5866666666667 100
H 1558.374868606 2.0 0.0 0.0 0 0
E 1558.429615564 129.0 0.0 -17.039075541546932 629.58 100
H 1558.433683558 3.0 0.0 17.002479233534867 0 0
E 1558.478617902 129.0 0.0 0.0 639.5733333333334 100
H 1558.482561422 3.0 0.0 0.0 0 0
E 1558.527620044 129.0 0.0 0.0 629.58 100
H 1558.531569626 3.0 0.0 0.0 0 0
E 1558.576736944 129.0 0.0 0.0 579.6133333333333 100
H 1558.580592320 3.0 0.0 0.0 0 0
E 1558.635424944 129.0 0.0 0.0 399.73333333333335 100
H 1558.639189880 3.0 0.0 0.0 0 0
E 1558.684427212 129.0 0.0 0.0 229.8466666666667 100
H 1558.688326478 3.0 0.0 0.0 0 0
E 1558.733429312 129.0 0.0 0.0 59.96000000000001 59.96000000000001
H 1558.737193968 4.0 0.0 20.463502422563128 0 0
E 1558.782546086 127.0 0.0 -40.71928665354838 0 0
H 1558.786432850 4.0 0.0 0.0 0 0
E 1558.841234534 125.0 0.0 -34.07825676351489 0 0
H 1558.845002046 4.0 0.0 0.0 0 0
E 1558.890236802 123.0 0.0 -40.81443740533422 0 0
H 1558.894003222 4.0 0.0 0.0 0 0
E 1558.939238930 123.0 0.0 0.0 0 0
H 1558.943104386 4.0 0.0 0.0 49.96666666666667 49.96666666666667
E 1559.008355466 123.0 0.0 0.0 0 0
H 1559.011942868 8.0 0.0 58.107033795389306 99.93333333333334 99.93333333333334
E 1559.067043606 123.0 0.0 0.0 0 0
H 1559.070864052 13.0 0.0 84.8591229939662 100 100
E 1559.116046070 122.0 0.0 -20.407137077813168 0 0
H 1559.119809480 18.0 0.0 102.15458734976211 100 100
E 1559.165048422 123.0 0.0 20.407183720533947 -19.986666666666668 -19.986666666666668
H 1559.168813120 25.0 0.0 142.8465314001245 100 100
E 1559.214164860 120.0 0.0 -61.07934781420042 -59.96000000000001 -59.96000000000001
H 1559.218033074 32.0 0.0 142.2187432359834 100 100
E 1559.272853056 116.0 0.0 -68.1568061829113 -59.96000000000001 -59.96000000000001
H 1559.276620456 42.0 0.0 170.6852168269425 100 100
E 1559.321855352 112.0 0.0 -81.6288281675184 -39.973333333333336 -39.973333333333336
H 1559.325719296 49.0 0.0 142.56955968833924 100 100
E 1559.370857704 108.0 0.0 -81.62873488213579 -29.980000000000004 -29.980000000000004
H 1559.374624348 56.0 0.0 143.13449661598742 100 100
E 1559.419974436 106.0 0.0 -40.719321472664845 -39.973333333333336 -39.973333333333336
H 1559.423742270 62.0 0.0 122.15500484718888 100 100
E 1559.478662618 101.0 0.0 -85.19602805216637 -39.973333333333336 -39.973333333333336
H 1559.482532120 68.0 0.0 102.05843355606447 100 100
E 1559.527664872 98.0 0.0 -61.221673598913505 -39.973333333333336 -39.973333333333336
H 1559.531341916 71.0 0.0 61.46307188022173 39.973333333333336 39.973333333333336
E 1559.576667280 95.0 0.0 -61.221481197440724 -39.973333333333336 -39.973333333333336
H 1559.580444368 73.0 0.0 40.731163486547075 0 0
E 1559.626336900 92.0 0.0 -60.3990930471805 -69.95333333333333 -69.95333333333333
H 1559.630337960 73.0 0.0 0.0 0 0
E 1559.684471872 87.0 0.0 -86.0067499475918 -79.94666666666667 -79.94666666666667
H 1559.688151436 73.0 0.0 0.0 0 0
E 1559.733474406 83.0 0.0 -81.62843170516788 -89.94000000000001 -89.94000000000001
H 1559.737150946 73.0 0.0 0.0 0 0
E 1559.782476436 79.0 0.0 -81.62927127694446 -79.94666666666667 -79.94666666666667
H 1559.786283316 73.0 0.0 0.0 0 0
E 1559.831593238 75.0 0.0 -81.43852688117164 -79.94666666666667 -79.94666666666667
H 1559.835272550 73.0 0.0 0.0 0 0
E 1559.890281518 70.0 0.0 -85.1958857886695 -79.94666666666667 -79.94666666666667
H 1559.894057892 73.0 0.0 0.0 0 0
E 1559.939283590 66.0 0.0 -81.62920131193856 -79.94666666666667 -79.94666666666667
H 1559.942962706 73.0 0.0 0.0 0 0
E 1560.008285914 62.0 0.0 -57.96906202758518 -89.94000000000001 -89.94000000000001
H 1560.011783408 73.0 0.0 0.0 0 0
E 1560.057402478 58.0 0.0 -81.43892150096036 -99.93333333333334 -99.93333333333334
H 1560.061120528 73.0 0.0 0.0 0 0
E 1560.116090982 54.0 0.0 -68.15644849290678 -89.94000000000001 -89.94000000000001
H 1560.119768978 73.0 0.0 0.0 0 0
E 1560.165093222 50.0 0.0 -81.628921453493 -49.96666666666667 -49.96666666666667
H 1560.168869694 73.0 0.0 0.0 0 0
E 1560.214095490 47.0 0.0 -61.22165610771726 -29.980000000000004 -29.980000000000004
H 1560.217770238 73.0 0.0 0.0 0 0
E 1560.263212054 44.0 0.0 -61.07919112600302 -9.993333333333334 -9.993333333333334
H 1560.266891002 73.0 0.0 0.0 0 0
E 1560.321900264 41.0 0.0 -51.11759244307295 0 0
H 1560.325707830 73.0 0.0 0.0 0 0
E 1560.370902518 40.0 0.0 -20.40722453297117 -9.993333333333334 -9.993333333333334
H 1560.374492356 73.0 0.0 0.0 0 0
E 1560.419904786 39.0 0.0 -20.40721870266711 -19.986666666666668 -19.986666666666668
H 1560.423591532 73.0 0.0 0.0 0 0
E 1560.469021364 36.0 0.0 -61.079173716127265 -49.96666666666667 -49.96666666666667
H 1560.472611566 73.0 0.0 0.0 0 0
E 1560.527709630 33.0 0.0 -51.117543667085094 -69.95333333333333 -69.95333333333333
H 1560.531299230 73.0 0.0 0.0 0 0
E 1560.576711828 30.0 0.0 -61.22174356323031 -119.92000000000002 -100
H 1560.580430760 73.0 0.0 0.0 0 0
E 1560.625714082 27.0 0.0 -61.221673598913505 -149.9 -100
H 1560.629304382 73.0 0.0 0.0 0 0
E 1560.674829526 23.0 0.0 -81.44077858707134 -179.88000000000002 -100
H 1560.678518666 73.0 0.0 0.0 0 0
E 1560.733519066 19.0 0.0 -68.15524538084864 -249.83333333333334 -100
H 1560.737197762 72.0 0.0 -17.041843998384106 0 0
E 1560.782521362 15.0 0.0 -81.62882816789717 -289.8066666666667 -100
H 1560.786199750 72.0 0.0 0.0 0 0
E 1560.831523630 10.0 0.0 -102.0360935128621 -309.79333333333335 -100
H 1560.835330594 72.0 0.0 0.0 0 0
E 1560.880638780 7.0 0.0 -61.08094956439941 -319.7866666666667 -100
H 1560.884224992 72.0 0.0 0.0 0 0
E 1560.939328404 3.0 0.0 -68.15514783334079 -309.79333333333335 -100
H 1560.943006652 72.0 0.0 0.0 0 0
E 1561.008330658 3.0 0.0 0.0 -269.82 -100
H 1561.011742780 72.0 0.0 0.0 0 0
E 1561.057333010 3.0 0.0 0.0 -219.85333333333335 -100
H 1561.060831512 72.0 0.0 0.0 0 0
E 1561.106448300 3.0 0.0 0.0 -159.89333333333335 -100
H 1561.110036528 72.0 0.0 0.0 0 0
E 1561.165137938 3.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1561.168857668 72.0 0.0 0.0 0 0
E 1561.214140220 3.0 0.0 0.0 0 0
H 1561.217728196 72.0 0.0 0.0 0 0
E 1561.263142474 4.0 0.0 20.40722453297117 0 0
H 1561.266861028 72.0 0.0 0.0 0 0
E 1561.312257722 4.0 0.0 0.0 39.973333333333336 39.973333333333336
H 1561.315846762 72.0 0.0 0.0 0 0
E 1561.370947220 6.0 0.0 34.07764707741965 179.88000000000002 100
H 1561.374537380 72.0 0.0 0.0 -29.980000000000004 -29.980000000000004
E 1561.419949530 10.0 0.0 81.62880484634215 229.8466666666667 100
H 1561.423726534 69.0 0.0 -60.98905461960216 -39.973333333333336 -39.973333333333336
E 1561.468951756 14.0 0.0 81.6289447747359 259.8266666666667 100
H 1561.472630312 67.0 0.0 -40.89663583859007 -49.96666666666667 -49.96666666666667
E 1561.518067410 18.0 0.0 81.44043037695054 279.81333333333333 100
H 1561.521846010 64.0 0.0 -60.95616077630781 -69.95333333333333 -69.95333333333333
E 1561.576756642 23.0 0.0 85.19450382311156 309.79333333333335 100
H 1561.580436416 60.0 0.0 -68.2705629312711 -79.94666666666667 -79.94666666666667
E 1561.625759036 28.0 0.0 102.03583114708826 359.76000000000005 100
