"device type" time pose "pose - last_pose" vel "comanded vel" "Nocap C_vel"
H 1413.466178720 61.0 0.0 -102.55797222698484 -100 -100
E 1413.511439194 99.0 0.0 -61.08013126837731 -9.993333333333334 -9.993333333333334
H 1413.515203402 56.0 0.0 -101.98944278724595 -100 -100
E 1413.570128328 96.0 0.0 -51.11678764939393 0 0
H 1413.573894692 49.0 0.0 -119.26812308933194 -100 -100
E 1413.619130582 96.0 0.0 0.0 0 0
H 1413.622898444 44.0 0.0 -102.03300351397687 -100 -100
E 1413.668132920 95.0 0.0 -20.40718955081802 -29.980000000000004 -29.980000000000004
H 1413.672102816 39.0 0.0 -101.61698639283968 -100 -100
E 1413.717248588 93.0 0.0 -40.72020358146135 -59.96000000000001 -59.96000000000001
H 1413.721015260 34.0 0.0 -102.22347507302332 -100 -100
E 1413.775937638 89.0 0.0 -68.15581441525933 -39.973333333333336 -39.973333333333336
H 1413.779617804 28.0 0.0 -102.38463367734401 -100 -100
E 1413.824939990 85.0 0.0 -81.62873488175703 -19.986666666666668 -19.986666666666668
H 1413.828618518 22.0 0.0 -122.447195361449 -100 -100
E 1413.873942272 82.0 0.0 -61.22163861681507 0 0
H 1413.877621990 16.0 0.0 -122.44030382150021 -100 -100
E 1413.923057310 80.0 0.0 -40.720725900622746 0 0
H 1413.926931138 10.0 0.0 -121.68127504449137 -100 -100
E 1414.001747172 76.0 0.0 -50.832469372027944 0 0
H 1414.005248558 3.0 0.0 -89.37985955121539 -100 -100
E 1414.050749580 73.0 0.0 -61.221481197440724 -19.986666666666668 -19.986666666666668
H 1414.054338662 3.0 0.0 0.0 -100 -100
E 1414.099751442 71.0 0.0 -40.81477556908374 -19.986666666666668 -19.986666666666668
H 1414.103342134 3.0 0.0 0.0 -100 -100
E 1414.148866592 68.0 0.0 -61.08094956439941 -19.986666666666668 -19.986666666666668
H 1414.152634734 3.0 0.0 0.0 -100 -100
E 1414.207556538 64.0 0.0 -68.15477390288999 -29.980000000000004 -29.980000000000004
H 1414.211146054 3.0 0.0 0.0 -100 -100
E 1414.256558848 61.0 0.0 -61.22160363475661 -39.973333333333336 -39.973333333333336
H 1414.260248702 3.0 0.0 0.0 -100 -100
E 1414.305561088 58.0 0.0 -61.22169108983568 -49.96666666666667 -49.96666666666667
H 1414.309238440 3.0 0.0 0.0 -100 -100
E 1414.354676028 54.0 0.0 -81.4416143031331 -69.95333333333333 -69.95333333333333
H 1414.358264886 3.0 0.0 0.0 -100 -100
E 1414.413365988 50.0 0.0 -68.15475764530959 -49.96666666666667 -49.96666666666667
H 1414.416957800 3.0 0.0 0.0 -100 -100
E 1414.462368354 47.0 0.0 -61.221533670191484 -29.980000000000004 -29.980000000000004
H 1414.466136664 3.0 0.0 0.0 -100 -100
E 1414.511370762 45.0 0.0 -40.814320798293814 0 0
H 1414.515226418 3.0 0.0 0.0 -100 -100
E 1414.560485576 43.0 0.0 -40.720911617461375 0 0
H 1414.564164216 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1414.619175368 42.0 0.0 -17.038738184658676 0 0
H 1414.622854750 3.0 0.0 0.0 0 0
E 1414.668177664 42.0 0.0 0.0 -19.986666666666668 -19.986666666666668
H 1414.671858040 4.0 0.0 20.406793094923735 0 0
E 1414.717179904 40.0 0.0 -40.8144607267465 -69.95333333333333 -69.95333333333333
H 1414.720988800 4.0 0.0 0.0 0 0
E 1414.766294746 37.0 0.0 -61.08133260396912 -79.94666666666667 -79.94666666666667
H 1414.770072464 5.0 0.0 20.373377179052028 0 0
E 1414.824984804 34.0 0.0 -51.11598288085776 0 0
H 1414.828662044 5.0 0.0 0.0 0 0
E 1414.873987100 32.0 0.0 -40.8144140837592 0 0
H 1414.877665614 5.0 0.0 0.0 39.973333333333336 39.973333333333336
E 1414.922989424 31.0 0.0 -20.40719538120011 0 0
H 1414.926669408 9.0 0.0 81.62633285109266 100 100
E 1414.972104070 31.0 0.0 0.0 0 0
H 1414.975883986 14.0 0.0 101.59591330814857 100 100
E 1415.050794198 31.0 0.0 0.0 19.986666666666668 19.986666666666668
H 1415.054485480 21.0 0.0 89.05683141347549 100 100
E 1415.099796452 32.0 0.0 20.40722453297117 99.93333333333334 99.93333333333334
H 1415.103386206 26.0 0.0 102.24797071508202 99.93333333333334 99.93333333333334
E 1415.148798636 34.0 0.0 40.814507369651025 199.86666666666667 100
H 1415.152477976 31.0 0.0 101.85006570367551 69.95333333333333 69.95333333333333
E 1415.198466912 36.0 0.0 40.267151612091574 329.78000000000003 100
H 1415.202146266 35.0 0.0 80.53428052385196 59.96000000000001 59.96000000000001
E 1415.256603494 41.0 0.0 86.00436812732481 459.6933333333334 100
H 1415.260383564 40.0 0.0 85.85563155763971 89.94000000000001 89.94000000000001
E 1415.305605888 46.0 0.0 102.03583114756171 519.6533333333334 100
H 1415.309381240 45.0 0.0 102.04565620622695 100 100
E 1415.354608114 51.0 0.0 102.03618096841987 599.6 100
H 1415.358374044 50.0 0.0 102.05580395050119 100 100
E 1415.403722998 56.0 0.0 101.8021339521245 609.5933333333334 100
H 1415.407489390 55.0 0.0 101.80117635736921 99.93333333333334 99.93333333333334
E 1415.462412860 63.0 0.0 119.27102503632305 629.58 100
H 1415.466179532 61.0 0.0 102.23181944224449 79.94666666666667 79.94666666666667
E 1415.511415282 68.0 0.0 102.03577284439747 639.5733333333334 100
H 1415.515283048 65.0 0.0 81.46056180607711 59.96000000000001 59.96000000000001
E 1415.560417368 73.0 0.0 102.03647248818635 639.5733333333334 100
H 1415.564281004 68.0 0.0 61.22704383832624 0 0
E 1415.609532756 78.0 0.0 101.80108930419385 649.5666666666667 100
H 1415.613299526 69.0 0.0 20.400451894449755 0 0
E 1415.668222380 84.0 0.0 102.23272174961512 649.5666666666667 100
H 1415.671989780 69.0 0.0 0.0 0 0
E 1415.717224718 89.0 0.0 102.03594775456355 649.5666666666667 100
H 1415.721079912 69.0 0.0 0.0 0 0
E 1415.766226902 93.0 0.0 81.62901473930205 649.5666666666667 100
H 1415.770210756 69.0 0.0 0.0 0 0
E 1415.815342486 98.0 0.0 101.80068305816786 649.5666666666667 100
H 1415.819295232 69.0 0.0 0.0 0 0
E 1415.874031816 103.0 0.0 85.19436156437501 649.5666666666667 100
H 1415.877974468 69.0 0.0 0.0 0 0
E 1415.923034028 106.0 0.0 61.22172607227816 649.5666666666667 100
H 1415.926976764 69.0 0.0 0.0 -39.973333333333336 -39.973333333333336
E 1415.972036254 111.0 0.0 102.03618096889332 649.5666666666667 100
H 1415.975978640 68.0 0.0 -20.40738195414453 -59.96000000000001 -59.96000000000001
E 1416.041151166 114.0 0.0 43.40597293965473 649.5666666666667 100
H 1416.045104066 66.0 0.0 -28.93291391794382 -89.94000000000001 -89.94000000000001
E 1416.099841154 118.0 0.0 68.15472512964395 649.5666666666667 100
H 1416.103792108 64.0 0.0 -34.07849251466073 -100 -100
E 1416.148843464 121.0 0.0 61.22160363447254 649.5666666666667 100
H 1416.152699204 61.0 0.0 -61.34079193743983 -100 -100
E 1416.197845704 124.0 0.0 61.221691090119755 649.5666666666667 100
H 1416.201700674 56.0 0.0 -102.03775519409606 -100 -100
E 1416.246960602 125.0 0.0 20.360420986735967 649.5666666666667 100
H 1416.250815124 51.0 0.0 -101.80303352693058 -100 -100
E 1416.305650478 124.0 0.0 -17.038713797925126 649.5666666666667 100
H 1416.309603602 43.0 0.0 -136.08108718175083 -100 -100
E 1416.354652872 125.0 0.0 20.40716622941765 659.5600000000001 100
H 1416.358605296 36.0 0.0 -142.85220425229159 -100 -100
E 1416.403655252 124.0 0.0 -20.40717205988111 549.6333333333333 100
H 1416.407422246 30.0 0.0 -122.90812924622826 -100 -100
E 1416.452770122 124.0 0.0 0.0 429.71333333333337 100
H 1416.456537074 24.0 0.0 -122.16270003015126 -100 -100
E 1416.511459928 124.0 0.0 0.0 289.8066666666667 100
H 1416.515227174 17.0 0.0 -119.27054136868456 -100 -100
E 1416.560462322 124.0 0.0 0.0 179.88000000000002 100
H 1416.564327582 11.0 0.0 -122.19857725021517 -100 -100
E 1416.609464590 124.0 0.0 0.0 79.94666666666667 79.94666666666667
H 1416.613331838 6.0 0.0 -102.03195412253777 -100 -100
E 1416.658579348 124.0 0.0 0.0 0 0
H 1416.662347672 2.0 0.0 -81.60628257412202 -100 -100
E 1416.717269448 121.0 0.0 -51.11594630106284 0 0
H 1416.721037436 3.0 0.0 17.03874631356337 -100 -100
E 1416.766271758 119.0 0.0 -40.814402423171074 0 0
H 1416.770036274 3.0 0.0 0.0 -100 -100
E 1416.815273788 118.0 0.0 -20.407317819236116 0 0
H 1416.819130662 3.0 0.0 0.0 -100 -100
E 1416.864389554 117.0 0.0 -20.36006116655733 0 0
H 1416.868301168 3.0 0.0 0.0 -100 -100
E 1416.923078940 117.0 0.0 0.0 0 0
H 1416.926934176 3.0 0.0 0.0 -100 -100
E 1416.972081054 117.0 0.0 0.0 0 0
H 1416.975933182 3.0 0.0 0.0 -100 -100
E 1417.041083336 117.0 0.0 0.0 0 0
H 1417.044845920 3.0 0.0 0.0 -100 -100
E 1417.090198934 117.0 0.0 0.0 0 0
H 1417.094056928 3.0 0.0 0.0 -99.93333333333334 -99.93333333333334
E 1417.148888334 116.0 0.0 -17.038851990294248 -49.96666666666667 -49.96666666666667
H 1417.152845616 3.0 0.0 0.0 -49.96666666666667 -49.96666666666667
E 1417.197890420 112.0 0.0 -81.62917799054908 -59.96000000000001 -59.96000000000001
H 1417.201744774 3.0 0.0 0.0 -39.973333333333336 -39.973333333333336
E 1417.246892772 108.0 0.0 -81.62873488213579 -39.973333333333336 -39.973333333333336
H 1417.250749058 4.0 0.0 20.406379164666134 -29.980000000000004 -29.980000000000004
E 1417.296562322 104.0 0.0 -80.53223755787559 0 0
H 1417.300418048 3.0 0.0 -20.133286382561053 -29.980000000000004 -29.980000000000004
E 1417.354697672 102.0 0.0 -34.40247629028507 0 0
H 1417.358644636 3.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1417.403699744 101.0 0.0 -20.40730032798464 0 0
H 1417.407699124 4.0 0.0 20.38549459535327 0 0
E 1417.452702082 101.0 0.0 0.0 -9.993333333333334 -9.993333333333334
H 1417.456557374 4.0 0.0 0.0 0 0
E 1417.501819374 98.0 0.0 -61.078285830713476 -9.993333333333334 -9.993333333333334
H 1417.505585458 4.0 0.0 0.0 0 0
E 1417.560506954 95.0 0.0 -51.11814118083572 0 0
H 1417.564271330 4.0 0.0 0.0 0 0
E 1417.609509418 93.0 0.0 -40.814274155626336 0 0
H 1417.613411232 4.0 0.0 0.0 0 0
E 1417.658511476 93.0 0.0 0.0 0 0
H 1417.662339692 4.0 0.0 0.0 0 0
E 1417.707627354 93.0 0.0 0.0 0 0
H 1417.711305756 4.0 0.0 0.0 0 0
E 1417.766316348 92.0 0.0 -17.038969862043068 -69.95333333333333 -69.95333333333333
H 1417.769996164 4.0 0.0 0.0 0 0
E 1417.815318700 88.0 0.0 -81.62873488175703 -99.93333333333334 -99.93333333333334
H 1417.818997452 4.0 0.0 0.0 0 0
E 1417.864320954 84.0 0.0 -81.62889813188468 -109.92666666666668 -100
H 1417.868000504 4.0 0.0 0.0 0 0
E 1417.913436510 79.0 0.0 -101.80074109298127 -79.94666666666667 -79.94666666666667
H 1417.917352478 4.0 0.0 0.0 0 0
E 1417.972125812 75.0 0.0 -68.15552176789475 -69.95333333333333 -69.95333333333333
H 1417.975716784 4.0 0.0 0.0 0 0
E 1418.041128094 71.0 0.0 -57.96909731194315 -79.94666666666667 -79.94666666666667
H 1418.044630628 4.0 0.0 0.0 0 0
E 1418.090130572 68.0 0.0 -61.22139374267724 -69.95333333333333 -69.95333333333333
H 1418.093630306 4.0 0.0 0.0 0 0
E 1418.139246100 65.0 0.0 -61.08047947671651 -59.96000000000001 -59.96000000000001
H 1418.142979004 4.0 0.0 0.0 0 0
E 1418.197935080 60.0 0.0 -85.19486963318991 -29.980000000000004 -29.980000000000004
H 1418.201435402 4.0 0.0 0.0 0 0
E 1418.246937642 58.0 0.0 -40.8141925314515 -19.986666666666668 -19.986666666666668
H 1418.250442094 5.0 0.0 20.40537647392352 0 0
E 1418.295939952 55.0 0.0 -61.22160363447254 0 0
H 1418.299443452 5.0 0.0 0.0 0 0
E 1418.345055354 52.0 0.0 -61.080636172089605 -9.993333333333334 -9.993333333333334
H 1418.348788314 5.0 0.0 0.0 0 0
E 1418.403744670 49.0 0.0 -51.11662913227013 -19.986666666666668 -19.986666666666668
H 1418.407246994 5.0 0.0 0.0 0 0
E 1418.452746784 47.0 0.0 -40.81456567352629 -49.96666666666667 -49.96666666666667
H 1418.456250242 5.0 0.0 0.0 0 0
E 1418.501749136 44.0 0.0 -61.221551161601845 -69.95333333333333 -69.95333333333333
H 1418.505248758 5.0 0.0 0.0 0 0
E 1418.550864496 41.0 0.0 -61.080688403682274 -89.94000000000001 -89.94000000000001
H 1418.554597470 5.0 0.0 0.0 0 0
E 1418.609553952 37.0 0.0 -68.15534292916381 -139.90666666666667 -100
H 1418.613055436 5.0 0.0 0.0 0 0
E 1418.658556066 34.0 0.0 -61.22184851028943 -159.89333333333335 -100
H 1418.662147080 5.0 0.0 0.0 0 0
E 1418.707558432 30.0 0.0 -81.62871156063407 -199.86666666666667 -100
H 1418.711148480 4.0 0.0 -20.407580191606396 0 0
E 1418.756673890 27.0 0.0 -61.08056652963373 -229.8466666666667 -100
H 1418.760363128 4.0 0.0 0.0 0 0
E 1418.815363654 22.0 0.0 -85.19373156781684 -299.8 -100
H 1418.819086366 4.0 0.0 0.0 0 0
E 1418.864366006 18.0 0.0 -81.62873488213579 -359.76000000000005 -100
H 1418.867956026 5.0 0.0 20.462593764704923 0 0
E 1418.913367966 13.0 0.0 -102.03673485725837 -419.72 -100
H 1418.916959274 5.0 0.0 0.0 0 0
E 1418.962484250 8.0 0.0 -101.7992322055672 -469.6866666666667 -100
H 1418.966084840 5.0 0.0 0.0 0 0
E 1419.041172908 3.0 0.0 -63.54155893731396 -499.6666666666667 -100
H 1419.044583784 5.0 0.0 0.0 0 0
E 1419.090175064 4.0 0.0 20.40726534557163 -489.67333333333335 -100
H 1419.093719416 5.0 0.0 0.0 0 0
E 1419.139177262 4.0 0.0 0.0 -429.71333333333337 -100
H 1419.142766736 5.0 0.0 0.0 0 0
E 1419.188293868 4.0 0.0 0.0 -269.82 -100
H 1419.191884392 5.0 0.0 0.0 0 0
E 1419.246982358 4.0 0.0 0.0 0 0
H 1419.250700800 5.0 0.0 0.0 0 0
E 1419.295984402 4.0 0.0 0.0 0 0
H 1419.299575948 4.0 0.0 -20.460296099777054 -29.980000000000004 -29.980000000000004
E 1419.344986796 5.0 0.0 20.40716622941765 0 0
H 1419.348693534 4.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1419.394656500 7.0 0.0 40.26599393461011 199.86666666666667 100
H 1419.398243986 3.0 0.0 -20.181450615244398 -100 -100
E 1419.452791556 12.0 0.0 86.00662567543465 399.73333333333335 100
H 1419.456571472 3.0 0.0 0.0 -100 -100
E 1419.501793852 18.0 0.0 122.44324225127761 459.6933333333334 100
H 1419.505560384 3.0 0.0 0.0 -100 -100
E 1419.550796120 24.0 0.0 122.44331221543452 469.6866666666667 100
H 1419.554474368 4.0 0.0 20.444051337176806 -100 -100
E 1419.599911592 31.0 0.0 142.5212812782655 459.6933333333334 100
H 1419.603588188 3.0 0.0 -20.360867877920168 -100 -100
E 1419.658601426 38.0 0.0 119.27108193898223 459.6933333333334 100
H 1419.662369176 3.0 0.0 0.0 -100 -100
E 1419.707603442 44.0 0.0 122.44394189814902 529.6466666666668 100
H 1419.711379214 3.0 0.0 0.0 -100 -100
E 1419.756605710 50.0 0.0 122.44331221543452 599.6 100
H 1419.760372228 3.0 0.0 0.0 -100 -100
E 1419.805721056 56.0 0.0 122.16141162884306 609.5933333333334 100
H 1419.809487728 3.0 0.0 0.0 -100 -100
E 1419.864410554 63.0 0.0 119.27176477143085 629.58 100
H 1419.868177604 3.0 0.0 0.0 -100 -100
E 1419.913412752 68.0 0.0 102.03623927205052 639.5733333333334 100
H 1419.917180754 3.0 0.0 0.0 -100 -100
E 1419.962415034 73.0 0.0 102.03606436135846 639.5733333333334 100
H 1419.966279734 3.0 0.0 0.0 -100 -100
E 1420.031531528 78.0 0.0 72.3416323751498 649.5666666666667 100
H 1420.035208908 3.0 0.0 0.0 -100 -100
E 1420.090219766 84.0 0.0 102.23513611013477 659.5600000000001 100
H 1420.093896894 3.0 0.0 0.0 -100 -100
E 1420.139222216 89.0 0.0 102.03571454082639 659.5600000000001 100
H 1420.143085978 3.0 0.0 0.0 -100 -100
E 1420.188224330 93.0 0.0 81.62913134743134 649.5666666666667 100
H 1420.191990526 3.0 0.0 0.0 -100 -100
E 1420.237341090 97.0 0.0 81.43859651970217 649.5666666666667 100
H 1420.241107776 3.0 0.0 0.0 -100 -100
E 1420.296029412 103.0 0.0 102.23498978198458 639.5733333333334 100
H 1420.299996928 4.0 0.0 16.981056205425183 -100 -100
E 1420.345031442 106.0 0.0 61.22195345799243 639.5733333333334 100
H 1420.348973898 3.0 0.0 -20.417759612318726 -100 -100
E 1420.394033780 110.0 0.0 81.62875820327208 629.58 100
H 1420.398072038 4.0 0.0 20.367370332126452 -100 -100
E 1420.443149238 114.0 0.0 81.44075537284498 629.58 100
H 1420.447092716 3.0 0.0 -20.39955465322851 -100 -100
E 1420.501838666 118.0 0.0 68.15537544515489 619.5866666666667 100
H 1420.505778644 3.0 0.0 0.0 -100 -100
E 1420.550840948 121.0 0.0 61.221638616530996 609.5933333333334 100
H 1420.554871758 3.0 0.0 0.0 -100 -100
E 1420.599843272 124.0 0.0 61.22158614360034 599.6 100
H 1420.603786414 3.0 0.0 0.0 -100 -100
E 1420.648958576 125.0 0.0 20.36025268213869 599.6 100
H 1420.652998850 3.0 0.0 0.0 -100 -100
E 1420.707648200 125.0 0.0 0.0 609.5933333333334 100
H 1420.711589270 3.0 0.0 0.0 -100 -100
E 1420.756650524 125.0 0.0 0.0 599.6 100
H 1420.760505172 3.0 0.0 0.0 -100 -100
E 1420.805652568 125.0 0.0 0.0 559.6266666666667 100
H 1420.809507468 4.0 0.0 20.4072070418796 -100 -100
E 1420.854768152 125.0 0.0 0.0 509.66 100
H 1420.858711084 3.0 0.0 -20.32370954195102 -100 -100
E 1420.913457664 125.0 0.0 0.0 429.71333333333337 100
H 1420.917417186 3.0 0.0 0.0 -100 -100
E 1420.962459778 125.0 0.0 0.0 309.79333333333335 100
H 1420.966314776 3.0 0.0 0.0 -100 -100
E 1421.031462032 125.0 0.0 0.0 179.88000000000002 100
H 1421.035227234 3.0 0.0 0.0 -100 -100
E 1421.080578050 125.0 0.0 0.0 69.95333333333333 69.95333333333333
H 1421.084341516 3.0 0.0 0.0 -100 -100
E 1421.139266946 124.0 0.0 -17.03899831411616 0 0
H 1421.143122588 3.0 0.0 0.0 -99.93333333333334 -99.93333333333334
E 1421.188269200 122.0 0.0 -40.81444906594234 0 0
H 1421.192252032 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1421.237271748 119.0 0.0 -61.22130628787955 0 0
H 1421.241127166 3.0 0.0 0.0 -49.96666666666667 -49.96666666666667
E 1421.286387402 119.0 0.0 0.0 0 0
H 1421.290361288 4.0 0.0 20.311116749511704 -59.96000000000001 -59.96000000000001
E 1421.345076354 118.0 0.0 -17.03898205576761 0 0
H 1421.348925710 4.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1421.394078664 118.0 0.0 0.0 0 0
H 1421.397932738 3.0 0.0 -20.40523657137276 -39.973333333333336 -39.973333333333336
E 1421.443080652 117.0 0.0 -20.40733531061227 0 0
H 1421.447074488 3.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 1421.492750188 117.0 0.0 0.0 -19.986666666666668 -19.986666666666668
H 1421.496602890 3.0 0.0 0.0 0 0
E 1421.550885706 114.0 0.0 -51.603565310993744 -59.96000000000001 -59.96000000000001
H 1421.554870456 4.0 0.0 17.16220650100963 0 0
E 1421.599888002 110.0 0.0 -81.6288281675184 -29.980000000000004 -29.980000000000004
H 1421.603739808 4.0 0.0 0.0 0 0
E 1421.648890130 106.0 0.0 -81.62910802570308 0 0
H 1421.652745016 4.0 0.0 0.0 0 0
E 1421.698006316 104.0 0.0 -40.71977412904832 0 0
H 1421.702008552 4.0 0.0 0.0 -19.986666666666668 -19.986666666666668
E 1421.756695198 103.0 0.0 -17.039002378658633 0 0
H 1421.760550672 3.0 0.0 -17.081718256914055 -49.96666666666667 -49.96666666666667
E 1421.805697270 103.0 0.0 0.0 0 0
H 1421.809643450 3.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1421.854699622 103.0 0.0 0.0 0 0
H 1421.858554648 3.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1421.903815668 103.0 0.0 0.0 0 0
H 1421.907670148 4.0 0.0 20.360171432655576 -59.96000000000001 -59.96000000000001
E 1421.962504494 103.0 0.0 0.0 0 0
H 1421.966415492 3.0 0.0 -17.02262565699016 -59.96000000000001 -59.96000000000001
E 1422.031506804 103.0 0.0 0.0 0 0
H 1422.035182602 3.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1422.080509016 103.0 0.0 0.0 0 0
H 1422.084180950 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1422.129625244 103.0 0.0 0.0 0 0
H 1422.133481446 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1422.188313818 103.0 0.0 0.0 0 0
H 1422.192081722 3.0 0.0 0.0 -79.94666666666667 -79.94666666666667
E 1422.237316058 103.0 0.0 0.0 0 0
H 1422.241083556 3.0 0.0 0.0 -89.94000000000001 -89.94000000000001
E 1422.286318536 103.0 0.0 0.0 0 0
H 1422.290084256 3.0 0.0 0.0 -69.95333333333333 -69.95333333333333
E 1422.335434960 101.0 0.0 -40.71957681611695 -39.973333333333336 -39.973333333333336
H 1422.339388112 3.0 0.0 0.0 -39.973333333333336 -39.973333333333336
E 1422.394123436 97.0 0.0 -68.15648100995277 -49.96666666666667 -49.96666666666667
H 1422.397803336 3.0 0.0 0.0 -49.96666666666667 -49.96666666666667
E 1422.443125732 94.0 0.0 -61.221621125638805 -9.993333333333334 -9.993333333333334
H 1422.446805114 4.0 0.0 20.40742276737465 -79.94666666666667 -79.94666666666667
E 1422.492127818 91.0 0.0 -61.22188349291181 0 0
H 1422.495807606 3.0 0.0 -20.407125417213635 -79.94666666666667 -79.94666666666667
E 1422.541243556 90.0 0.0 -20.36007277343399 0 0
H 1422.545154526 3.0 0.0 0.0 -59.96000000000001 -59.96000000000001
E 1422.599932886 88.0 0.0 -34.07774462575001 -19.986666666666668 -19.986666666666668
H 1422.603609118 3.0 0.0 0.0 -39.973333333333336 -39.973333333333336
E 1422.648935028 85.0 0.0 -61.2218135279911 -29.980000000000004 -29.980000000000004
H 1422.652614452 4.0 0.0 20.405941932692965 -19.986666666666668 -19.986666666666668
E 1422.697937268 82.0 0.0 -61.221691090119755 -29.980000000000004 -29.980000000000004
H 1422.701616706 3.0 0.0 -20.40722453297117 0 0
E 1422.747052936 79.0 0.0 -61.08030537219202 -19.986666666666668 -19.986666666666668
H 1422.750918574 3.0 0.0 0.0 0 0
E 1422.805742224 75.0 0.0 -68.15553802610376 -19.986666666666668 -19.986666666666668
H 1422.809332734 3.0 0.0 0.0 0 0
E 1422.854744422 72.0 0.0 -61.22174356323031 -19.986666666666668 -19.986666666666668
H 1422.858336136 3.0 0.0 0.0 0 0
E 1422.903746494 69.0 0.0 -61.22190098423799 -9.993333333333334 -9.993333333333334
H 1422.907335058 4.0 0.0 20.408612254771658 0 0
E 1422.952862596 67.0 0.0 -40.71984376938518 0 0
H 1422.956679654 4.0 0.0 0.0 0 0
E 1423.031551716 64.0 0.0 -38.12471152299896 0 0
H 1423.035054012 4.0 0.0 0.0 -9.993333333333334 -9.993333333333334
E 1423.080553774 64.0 0.0 0.0 0 0
H 1423.083966890 3.0 0.0 -20.44451361050138 -9.993333333333334 -9.993333333333334
E 1423.129556028 64.0 0.0 0.0 0 0
H 1423.133059080 3.0 0.0 0.0 0 0
E 1423.178671836 64.0 0.0 0.0 0 0
H 1423.182444556 3.0 0.0 0.0 0 0
E 1423.237361026 64.0 0.0 0.0 -19.986666666666668 -19.986666666666668
H 1423.240861978 3.0 0.0 0.0 0 0
E 1423.286363308 62.0 0.0 -40.814425744354 -49.96666666666667 -49.96666666666667
H 1423.289863812 4.0 0.0 20.407399445535933 0 0
E 1423.335365604 59.0 0.0 -61.22162112592288 -49.96666666666667 -49.96666666666667
H 1423.338868390 4.0 0.0 0.0 0 0
E 1423.384481370 56.0 0.0 -61.08018349938923 -29.980000000000004 -29.980000000000004
H 1423.388082646 4.0 0.0 0.0 0 0
E 1423.443170462 53.0 0.0 -51.116824230393036 0 0
H 1423.446805772 4.0 0.0 0.0 0 0
E 1423.492172716 50.0 0.0 -61.221673598913505 -19.986666666666668 -19.986666666666668
H 1423.495676090 4.0 0.0 0.0 0 0
E 1423.541174746 47.0 0.0 -61.22195345770835 -39.973333333333336 -39.973333333333336
H 1423.544677406 4.0 0.0 0.0 0 0
E 1423.590843932 45.0 0.0 -40.26641386869176 -39.973333333333336 -39.973333333333336
H 1423.594345374 4.0 0.0 0.0 0 0
E 1423.648979744 41.0 0.0 -68.80440579401359 -49.96666666666667 -49.96666666666667
H 1423.652612772 4.0 0.0 0.0 0 0
E 1423.697981956 39.0 0.0 -40.81448404818544 -79.94666666666667 -79.94666666666667
H 1423.701485596 4.0 0.0 0.0 0 0
E 1423.746984350 36.0 0.0 -61.22149868825296 -69.95333333333333 -69.95333333333333
